id,introDone,introDoneLastChangedAt,gameID,gameIDLastChangedAt,treatment,treatmentLastChangedAt,emojiArray,emojiArrayLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,name,nameLastChangedAt,participantID,participantIDLastChangedAt,treatmentName,treatmentNameLastChangedAt,exitSurvey,exitSurveyLastChangedAt,exitStep,exitStepLastChangedAt,urlParams,urlParamsLastChangedAt,intro,introLastChangedAt,ended,endedLastChangedAt,recipient,recipientLastChangedAt
01HVSY1DAKDJHNTPX2WTZWFC4W,true,2024-04-19T01:04:53.850412138Z,01HVSXY3FJX6MKMTHCZDBYJXA8,2024-04-19T01:04:05.546291449Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:04:05.546291449Z,"[""🐇"",""🐇"",""                                   "",""🐿️""]",2024-04-19T01:05:16.592273311Z,60dfa733c0c7432bf3252a72,2024-04-19T01:02:53.779994415Z,player 4,2024-04-19T01:05:16.592273311Z,01HVSY1CQJAN8XWBVTYSK9X8F8,2024-04-19T01:02:53.779994415Z,rerun-interactive-0.3,2024-04-19T01:04:05.546291449Z,"{""age"":""42"",""gender"":""male"",""strength"":""strong"",""fair"":""yes"",""feedback"":"""",""education"":""master"",""teammates"":""they lied"",""notes"":""no"",""politics"":""neutral"",""geo"":""United Kingdom"",""ethnicity"":""white""}",2024-04-19T01:15:53.374902375Z,1,2024-04-19T01:15:53.396530975Z,{},2024-04-19T01:02:54.10478825Z,4,2024-04-19T01:04:50.135311315Z,game ended,2024-04-19T01:15:09.934806178Z,01HVSXY9X0VD5Z1PVR765MK8R6,2024-04-19T01:14:19.97610037Z
01HVSY1GJF7EDZPT84GJNQW9KQ,true,2024-04-19T01:05:55.695133374Z,01HVSY4ASC2V0VQE1H6PY1A7Y7,2024-04-19T01:05:29.504551927Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:05:29.504551927Z,"[""🐿️"",""                                   "",""🐿️"",""🐇"",""🐇"",""🐿️"",""🐇""]",2024-04-19T01:10:20.908798401Z,5db07d0f3b276c00161dc217,2024-04-19T01:02:57.103165236Z,player 3,2024-04-19T01:10:20.908798401Z,01HVSY1FSCRN6DEDCTFXC2PKDT,2024-04-19T01:02:57.103165236Z,rerun-interactive-0.3,2024-04-19T01:05:29.504551927Z,"{""age"":""32"",""gender"":""male"",""strength"":""ok i guess"",""fair"":""yes"",""feedback"":""N/A"",""education"":""other"",""teammates"":""yes"",""notes"":""yes"",""politics"":""middle"",""geo"":""UK"",""ethnicity"":""indian""}",2024-04-19T01:22:03.60905616Z,1,2024-04-19T01:22:03.583208348Z,{},2024-04-19T01:02:57.533148098Z,4,2024-04-19T01:05:44.789351302Z,game ended,2024-04-19T01:21:17.181602519Z,01HVSY256FDS2YPAMQ96MB1QSV,2024-04-19T01:20:24.111000553Z
01HVSY1QAYMTVEZ11NQ0B33SFX,true,2024-04-19T01:07:09.2160367Z,01HVSY4ARZ0QHR5ZE490PH25M4,2024-04-19T01:05:29.504551927Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:05:29.504551927Z,"[""                                   "",""🐇"",""🐿️""]",2024-04-19T01:08:58.738921447Z,62853fe01fa0d21c4daacfcb,2024-04-19T01:03:04.030249749Z,player 1,2024-04-19T01:08:58.738921447Z,01HVSY1PXD60N5PKQYMNX563CA,2024-04-19T01:03:04.030249749Z,rerun-interactive-0.3,2024-04-19T01:05:29.504551927Z,"{""age"":""27"",""gender"":""Male"",""strength"":""I can see two different ways to interpret this question, and it could either be \""How strong do you think you were reletive to other players?\"" or \""What special skill do you think made you stand out compared to others?\"" In answer to the first version of the question, I would put kind of weak, like, say, bottom 30%, because early on I got the suspicion that the ratio was 50-50 because I THINK I saw one player say 4 rabbits and 6 squirrels and another player say 6 rabbits and 4 squirrels, and basically I thought that although it might not be equally split for everyone, the total ratio when you combine it all up might be exactly 50-50, but in retrospect I wonder if I was misremembering and both players might have said 4 rabbits and 6 squirrels or something, but in any case I feel I probably took too long to update my guess and say there were probably more squirrels, and everytime I heard about a bunch of squirrels and no rabbits I would basically just sit around expecting a new report to come in mentioning a bunch of rabbits but no squirrels to balance it out, but that never seemed to come and it took me too late to realize it, and so I probably spent most of the game spreading bad information and saying the ratio might be 50-50, so, yeah, I can't say I was one of the better players. In regards to the second interpretation of the question, I would say maybe my best skill would be just at least TRYING to give a best estimate of the total percentage rather than only reporting what I directly saw, which I think only one other person I saw did besides me, but he did it slightly better and wasn't fixated on an exact 50-50 ratio like I was, so I can't even say I was the best in that regard, but, still, second best isn't SOOOO bad."",""fair"":""Well, yes, but I'm the wrong person to ask because I'd gladly work for $2.50 an hour and not complain."",""feedback"":""I mean, nothing major. I would have liked an exact percentage display when making my guess about the ratio of squirrels and rabbits rather than just a picture showing various numbers of creatures, but it's honestly probably for the best that I didn't get one, because I know I would have ended up spending too much time trying to mentally calculate an exact percentage based off of everything I'd seen and heard."",""education"":""high-school"",""teammates"":""Well, I assume they'd have no reason to be lying, so they presumably told the truth, but regarding if they were good co-players, I guess so. They generally reported what they saw (I think one time someone missed a message, but other than that they always reported. Admittedly, I also missed a message one time when I took too long trying to rewrite it from something like \""I see one squirrel and one rabbit. I think the ratio might be exactly 50-50\"" to \""I see one squirrel and one rabbit. Based on what I've heard from other players I think the ratio might be exactly 50-50\"". so it's not like I'm totally innocent in regards to missing messages either), which is basically what you're supposed to do in this game. My only complaint would be I wish more people would mention their current best estimate of what the total percentage was."",""notes"":""No. I generally tried to remember, but there was a lot of \""Wait, did the person two rounds ago say four squirrels and six rabbits or six squirrels and four rabbits?\"""",""politics"":""Republican"",""geo"":""Florida, USA"",""ethnicity"":""Black or African-American""}",2024-04-19T01:44:13.444486412Z,1,2024-04-19T01:44:13.531870038Z,{},2024-04-19T01:03:04.262202159Z,4,2024-04-19T01:06:47.857296118Z,game ended,2024-04-19T01:18:44.460658844Z,01HVSY1VPBK67JT4PB058GJDG5,2024-04-19T01:17:59.122596617Z
01HVSY1VPBK67JT4PB058GJDG5,true,2024-04-19T01:08:58.506222535Z,01HVSY4ARZ0QHR5ZE490PH25M4,2024-04-19T01:05:29.504551927Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:05:29.504551927Z,"[""🐿️"",""                                   "",""🐿️"",""🐇""]",2024-04-19T01:08:58.738921447Z,602e763eef81ce9e57528e1e,2024-04-19T01:03:08.491136328Z,player 2,2024-04-19T01:08:58.738921447Z,01HVSY1VAKGPCMWECB4YFC0395,2024-04-19T01:03:08.491136328Z,rerun-interactive-0.3,2024-04-19T01:05:29.504551927Z,"{""age"":""50"",""gender"":""Female"",""strength"":""ok"",""fair"":""kind of"",""feedback"":""sometimes too fast"",""education"":""master"",""teammates"":""yes"",""notes"":""No"",""politics"":""centre"",""geo"":""China"",""ethnicity"":""Asian""}",2024-04-19T01:19:46.550701666Z,1,2024-04-19T01:19:46.528490804Z,{},2024-04-19T01:03:08.711180311Z,4,2024-04-19T01:08:53.352954771Z,game ended,2024-04-19T01:18:44.460658844Z,01HVSY2K5QYPWGG8RJ6MATS1RV,2024-04-19T01:17:59.122596617Z
01HVSY256FDS2YPAMQ96MB1QSV,true,2024-04-19T01:10:20.548635623Z,01HVSY4ASC2V0VQE1H6PY1A7Y7,2024-04-19T01:05:29.504551927Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:05:29.504551927Z,"[""🐿️"",""🐇"",""                                   "",""🐿️""]",2024-04-19T01:10:20.908798401Z,5e7d790c0d34ae3fef75c74e,2024-04-19T01:03:18.223899433Z,player 4,2024-04-19T01:10:20.908798401Z,01HVSY243QM3PATMSYYXVFEG9F,2024-04-19T01:03:18.223899433Z,rerun-interactive-0.3,2024-04-19T01:05:29.504551927Z,"{""age"":""44"",""gender"":""Male"",""strength"":""poor, I think I cocked up my % at the first few games"",""fair"":""yes"",""feedback"":""none"",""education"":""other"",""teammates"":""i hope so"",""notes"":""yes"",""politics"":""Left"",""geo"":""British"",""ethnicity"":""White""}",2024-04-19T01:22:52.043003248Z,1,2024-04-19T01:22:52.072299592Z,{},2024-04-19T01:03:18.763260786Z,4,2024-04-19T01:10:13.101814412Z,game ended,2024-04-19T01:21:17.181602519Z,01HVSXYJ7S133D2YDFEGB3TZZ9,2024-04-19T01:20:24.111000553Z
01HVSY2K5QYPWGG8RJ6MATS1RV,true,2024-04-19T01:06:12.695214339Z,01HVSY4ARZ0QHR5ZE490PH25M4,2024-04-19T01:05:29.504551927Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:05:29.504551927Z,"[""🐿️"",""🐿️"",""🐇"",""🐇"",""🐇"",""🐿️"",""🐇"",""🐿️"",""🐿️"",""                                   "",""🐿️""]",2024-04-19T01:08:58.738921447Z,660556eb15d0c4d51851c32e,2024-04-19T01:03:32.535719686Z,player 3,2024-04-19T01:08:58.738921447Z,01HVSY2JHDDBZB6KGP6VJT3N97,2024-04-19T01:03:32.535719686Z,rerun-interactive-0.3,2024-04-19T01:05:29.504551927Z,"{""age"":""41"",""gender"":""enby"",""strength"":""i'm definitely not all that good at it"",""fair"":""i think it was a tad low, purely because there was a decent wait before getting into the game itself while it was waiting for other players"",""feedback"":""i don't think there's enough time to discuss your thoughts during the messaging phase"",""education"":""high-school"",""teammates"":""i think they were okay. some of the answers they gave weren't great though\n"",""notes"":""yes"",""politics"":""left"",""geo"":""Scotland"",""ethnicity"":""white""}",2024-04-19T01:20:31.345565108Z,1,2024-04-19T01:20:31.3681054Z,{},2024-04-19T01:03:32.874558325Z,4,2024-04-19T01:06:08.011976349Z,game ended,2024-04-19T01:18:44.460658844Z,01HVSY309NBQZMRADMP15Q730Y,2024-04-19T01:17:59.122596617Z
01HVSY309NBQZMRADMP15Q730Y,true,2024-04-19T01:05:41.517175365Z,01HVSY4ARZ0QHR5ZE490PH25M4,2024-04-19T01:05:29.504551927Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:05:29.504551927Z,"[""🐿️"",""🐿️"",""🐿️"",""🐿️"",""                                   "",""🐿️""]",2024-04-19T01:08:58.738921447Z,jerry,2024-04-19T01:03:45.973860203Z,player 4,2024-04-19T01:08:58.738921447Z,01HVSY2ZPD328B3AZBEVJX89YD,2024-04-19T01:03:45.973860203Z,rerun-interactive-0.3,2024-04-19T01:05:29.504551927Z,"{""age"":""26"",""gender"":""male"",""strength"":""I said what I saw"",""fair"":""yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""i hope so"",""notes"":""mentally"",""politics"":""left"",""geo"":""UK"",""ethnicity"":""english""}",2024-04-19T01:19:56.969890994Z,1,2024-04-19T01:19:56.993531216Z,{},2024-04-19T01:03:46.290552346Z,4,2024-04-19T01:05:39.856153644Z,game ended,2024-04-19T01:18:44.460658844Z,01HVSY1QAYMTVEZ11NQ0B33SFX,2024-04-19T01:17:59.122596617Z
01HVSY3WD1FSJDBEB7MEKSGSE4,,,01HVSXJSWHEYTA0JZZMP92XP0J,2024-04-19T01:04:14.771111669Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T01:04:14.771111669Z,,,66063e30b927403afa9cc13f,2024-04-19T01:04:14.753798235Z,,,01HVSY3VXKXPQJDEMF94N2FVTF,2024-04-19T01:04:14.753798235Z,rerun-interactive- 0.7,2024-04-19T01:04:14.771111669Z,"{""age"":""48"",""gender"":""Female"",""strength"":""strong"",""fair"":""yes"",""feedback"":""interesting game"",""education"":""bachelor"",""teammates"":""yes i believe so"",""notes"":""no"",""politics"":"""",""geo"":""Canadian"",""ethnicity"":""Asian""}",2024-04-19T01:09:04.967997058Z,1,2024-04-19T01:09:04.95275397Z,{},2024-04-19T01:04:15.000795707Z,1,2024-04-19T01:04:27.603519303Z,game terminated,2024-04-19T01:06:24.978191002Z,,
01HVSY7W38KMFQQ0VSC8JEMBQ2,true,2024-04-19T01:13:34.732969695Z,01HVSY7GQJ9YRBBHTX6BK30JAM,2024-04-19T01:13:28.504904259Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:13:28.504904259Z,"[""🐇"",""🐇"",""🐿️"",""                                   "",""🐿️"",""🐿️"",""🐿️"",""🐇"",""🐇""]",2024-04-19T01:16:52.710594699Z,6608914ed1513b14fb827ca4,2024-04-19T01:06:25.5121094Z,player 2,2024-04-19T01:16:52.710594699Z,01HVSY7VNAQP8YFP39XE3GYJZ8,2024-04-19T01:06:25.5121094Z,rerun-interactive-0.3,2024-04-19T01:13:28.504904259Z,"{""age"":""43"",""gender"":""Male"",""strength"":""Good game, need more realistic practice before actual game."",""fair"":""Genuine Participation is important, so the pay will come automatically"",""feedback"":""There was no problem i felt."",""education"":""master"",""teammates"":""They said what they see."",""notes"":""Yes"",""politics"":""Neutral"",""geo"":""India"",""ethnicity"":""Asian""}",2024-04-19T01:30:46.910712762Z,1,2024-04-19T01:30:46.868960805Z,{},2024-04-19T01:06:25.757787232Z,4,2024-04-19T01:13:12.672072891Z,game ended,2024-04-19T01:28:59.672888017Z,01HVSYH20V99GTZ6WFW5MFP9TC,2024-04-19T01:28:03.147595618Z
01HVSY82JJDGQV25MA4C2W7WJ8,true,2024-04-19T01:16:57.070300196Z,01HVSY7EKH0FY8YKV9EZ4MWB4Z,2024-04-19T01:16:52.266123083Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:16:52.266123083Z,"[""                                   "",""🐿️"",""🐇"",""🐿️""]",2024-04-19T01:21:58.253495579Z,6413799cf7721ee0ce637e09,2024-04-19T01:06:32.14672862Z,player 3,2024-04-19T01:21:58.253495579Z,01HVSY81Y79GZPH1FPGDFGSZ77,2024-04-19T01:06:32.14672862Z,rerun-interactive-0.3,2024-04-19T01:16:52.266123083Z,,,,,{},2024-04-19T01:06:32.582890476Z,4,2024-04-19T01:16:52.810418217Z,game ended,2024-04-19T01:34:57.809211841Z,01HVSY0MQEH5NFFSTAJR4DSY7X,2024-04-19T01:33:55.578378646Z
01HVSYEBGD36NJ9BP3YN1HZ6QS,true,2024-04-19T01:13:01.149628473Z,01HVSY7HN8FPSGNPV9Y5H2YSR4,2024-04-19T01:10:20.590106144Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:10:20.590106144Z,"[""🐿️"",""🐿️"",""                                   "",""🐿️"",""🐇""]",2024-04-19T01:13:29.032882521Z,65a2b90dd066aa3cf8567e3b,2024-04-19T01:09:57.901085142Z,player 3,2024-04-19T01:13:29.032882521Z,01HVSYEBBNZ5CF5DGBGFZA6DS6,2024-04-19T01:09:57.901085142Z,rerun-interactive-0.3,2024-04-19T01:10:20.590106144Z,"{""age"":""35"",""gender"":""Male"",""strength"":""Not too strong, first time playing something like this."",""fair"":""Yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""Yes"",""notes"":""Yes"",""politics"":""Slightly Liberal"",""geo"":""Canadian"",""ethnicity"":""Asian""}",2024-04-19T01:23:21.525262835Z,1,2024-04-19T01:23:21.552005256Z,{},2024-04-19T01:09:57.99746246Z,4,2024-04-19T01:12:56.51505674Z,game ended,2024-04-19T01:22:37.531464747Z,01HVSYFZ9GRNTB0E3YF7W3SNWJ,2024-04-19T01:21:57.143099486Z
01HVSYFZ9GRNTB0E3YF7W3SNWJ,true,2024-04-19T01:13:27.08184973Z,01HVSY7HN8FPSGNPV9Y5H2YSR4,2024-04-19T01:10:50.951924296Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:10:50.951924296Z,"[""🐇"",""                                   "",""🐿️"",""🐿️"",""🐇""]",2024-04-19T01:13:29.032882521Z,5d432a9dfc19f8001a2964e7,2024-04-19T01:10:50.928415893Z,player 4,2024-04-19T01:13:29.032882521Z,01HVSYFYHXS23W28PNVYBAD23Y,2024-04-19T01:10:50.928415893Z,rerun-interactive-0.3,2024-04-19T01:10:50.951924296Z,"{""age"":""27"",""gender"":""Male"",""strength"":""OK."",""fair"":""Yes."",""feedback"":""None."",""education"":""high-school"",""teammates"":""I assume so! I don't know if they were telling the truth."",""notes"":""Yes"",""politics"":""Left"",""geo"":""England, UK"",""ethnicity"":""White""}",2024-04-19T01:23:12.502944968Z,1,2024-04-19T01:23:12.529105517Z,{},2024-04-19T01:10:51.302460704Z,4,2024-04-19T01:13:22.078798912Z,game ended,2024-04-19T01:22:37.531464747Z,01HVSXXJ1VPGGKCGWVWM6DKEM1,2024-04-19T01:21:57.143099486Z
01HVSYGJAX9HKQSFBE01BV2C12,true,2024-04-19T01:15:31.264055204Z,01HVSY7GQ60RRG4GRKEPMZNJAK,2024-04-19T01:13:28.504904259Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:13:28.504904259Z,"[""                                   "",""🐿️"",""🐇"",""🐿️"",""🐇"",""🐇"",""🐇""]",2024-04-19T01:20:28.187608072Z,565bbc1ec121fe0012fc3782,2024-04-19T01:11:10.429249664Z,player 1,2024-04-19T01:20:28.187608072Z,01HVSYGJ38KZPC8A28ZRP00M3H,2024-04-19T01:11:10.429249664Z,rerun-interactive-0.3,2024-04-19T01:13:28.504904259Z,"{""age"":""61"",""gender"":""female"",""strength"":""Really not sure"",""fair"":""yes"",""feedback"":""none"",""education"":""high-school"",""teammates"":""I hope so"",""notes"":""no"",""politics"":""conservatives"",""geo"":""United States"",""ethnicity"":""white""}",2024-04-19T01:33:14.080917951Z,1,2024-04-19T01:33:14.125104754Z,{},2024-04-19T01:11:10.569547479Z,4,2024-04-19T01:15:18.224820833Z,game ended,2024-04-19T01:31:36.774017002Z,01HVSYGXD63V46VC0Y6G0ZJ1F7,2024-04-19T01:30:36.785334422Z
01HVSYGP1CRWM25R871AYXYQZC,true,2024-04-19T01:13:32.551297043Z,01HVSY7HNNT1WZSF3YM7ETAT0Z,2024-04-19T01:11:14.243153213Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:11:14.243153213Z,"[""🐇"",""🐇"",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""                                   ""]",2024-04-19T01:15:55.31531225Z,gaby,2024-04-19T01:11:14.220272146Z,player 1,2024-04-19T01:15:55.31531225Z,01HVSYGNVCSWRDYP01F5CS0YQH,2024-04-19T01:11:14.220272146Z,rerun-interactive-0.3,2024-04-19T01:11:14.243153213Z,"{""age"":""28"",""gender"":""Female"",""strength"":""Good, I was honest in my answers and messaged each person"",""fair"":""Could be a bit higher but it was good"",""feedback"":"""",""education"":""bachelor"",""teammates"":""Some did not answer "",""notes"":""I did not take notes"",""politics"":"""",""geo"":"""",""ethnicity"":""White""}",2024-04-19T01:29:03.401552602Z,1,2024-04-19T01:29:03.43909375Z,{},2024-04-19T01:11:14.336911474Z,4,2024-04-19T01:13:27.392871636Z,game ended,2024-04-19T01:27:59.941731021Z,01HVSYGZP505VB40HYF8TPQ2YE,2024-04-19T01:27:06.145178646Z
01HVSYGXD63V46VC0Y6G0ZJ1F7,,,01HVSY7GQ60RRG4GRKEPMZNJAK,2024-04-19T01:13:28.504904259Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:13:28.504904259Z,"[""🐿️"",""                                   "",""🐿️"",""🐿️""]",2024-04-19T01:20:28.187608072Z,guy1,2024-04-19T01:11:21.766612995Z,player 2,2024-04-19T01:20:28.187608072Z,01HVSYGX61WXAG86EXD1PFBSN3,2024-04-19T01:11:21.766612995Z,rerun-interactive-0.3,2024-04-19T01:13:28.504904259Z,,,,,{},2024-04-19T01:11:21.920005201Z,1,2024-04-19T01:11:38.799620282Z,game ended,2024-04-19T01:31:36.774017002Z,01HVSYJYG7Q6XW8VEP0YT3CX4D,2024-04-19T01:30:36.785334422Z
01HVSYGZP505VB40HYF8TPQ2YE,true,2024-04-19T01:14:27.989430579Z,01HVSY7HNNT1WZSF3YM7ETAT0Z,2024-04-19T01:11:24.137911015Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:11:24.137911015Z,"[""🐇"",""🐇"",""🐿️"",""                                   ""]",2024-04-19T01:15:55.31531225Z,5e5843f3677ae4053b1a0169,2024-04-19T01:11:24.102010014Z,player 2,2024-04-19T01:15:55.31531225Z,01HVSYGYZFQJWQ59379FSPXFA6,2024-04-19T01:11:24.102010014Z,rerun-interactive-0.3,2024-04-19T01:11:24.137911015Z,"{""age"":""38"",""gender"":""Male"",""strength"":""I don't think I had any particular strengths to speak of. It is quite a basic game that requires no special abilities."",""fair"":""Yes, it's about average."",""feedback"":""I had no problems at all."",""education"":""high-school"",""teammates"":""There is no way to determine if they were telling the truth or not, although I see no reason or advantage to be gained by lying."",""notes"":""No."",""politics"":""Centre Left"",""geo"":""United Kingdom"",""ethnicity"":""White British""}",2024-04-19T01:34:12.130942897Z,1,2024-04-19T01:34:12.193269702Z,{},2024-04-19T01:11:24.47775244Z,4,2024-04-19T01:14:14.857922453Z,game ended,2024-04-19T01:27:59.941731021Z,01HVSYH58282K3YF2J47SD8P3R,2024-04-19T01:27:06.145178646Z
01HVSYH20V99GTZ6WFW5MFP9TC,true,2024-04-19T01:14:59.171131462Z,01HVSY7GQJ9YRBBHTX6BK30JAM,2024-04-19T01:13:28.504904259Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:13:28.504904259Z,"[""🐇"",""🐿️"",""                                   ""]",2024-04-19T01:16:52.710594699Z,653ed3ca74e28199021b7723,2024-04-19T01:11:26.49196548Z,player 3,2024-04-19T01:16:52.710594699Z,01HVSYH1MQ9AR023YZJ0TQZ1GA,2024-04-19T01:11:26.49196548Z,rerun-interactive-0.3,2024-04-19T01:13:28.504904259Z,"{""age"":"""",""gender"":""Female"",""strength"":""Truth"",""fair"":""Yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""I hope so!"",""notes"":""Yes"",""politics"":""Left"",""geo"":""Canada"",""ethnicity"":""""}",2024-04-19T01:29:36.046185909Z,1,2024-04-19T01:29:36.080284282Z,{},2024-04-19T01:11:26.70329094Z,4,2024-04-19T01:14:49.39998762Z,game ended,2024-04-19T01:28:59.672888017Z,01HVSYH64EV823HK3B8YXEZS0K,2024-04-19T01:28:03.147595618Z
01HVSYH4GCKYCB9C297ARS72QK,true,2024-04-19T01:16:12.149605577Z,01HVSY7FQ5P23CKQY4G743DX2B,2024-04-19T01:15:54.946086777Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:15:54.946086777Z,"[""🐇"",""🐿️"",""🐿️"",""                                   "",""🐿️"",""🐇""]",2024-04-19T01:20:18.753547479Z,62d70d1f219a25bcf1db0bfa,2024-04-19T01:11:29.03702038Z,player 2,2024-04-19T01:20:18.753547479Z,01HVSYH3TMNMMKBD2Q85ZPSDP4,2024-04-19T01:11:29.03702038Z,rerun-interactive-0.3,2024-04-19T01:15:54.946086777Z,"{""age"":""31"",""gender"":""Male"",""strength"":""Accurate"",""fair"":""Very fair"",""feedback"":""N/A"",""education"":""other"",""teammates"":""All of their answers was different to mine. They could be seeing through a different window so telling if they are telling the truth is uncertain."",""notes"":""Sometimes"",""politics"":""Middle"",""geo"":""UK"",""ethnicity"":""White""}",2024-04-19T01:31:29.744548107Z,1,2024-04-19T01:31:29.781436539Z,{},2024-04-19T01:11:29.424900349Z,4,2024-04-19T01:16:07.756228918Z,game ended,2024-04-19T01:30:05.956703996Z,01HVSYSRATDX4RHN86B9C8WM9J,2024-04-19T01:29:19.103210809Z
01HVSYH58282K3YF2J47SD8P3R,true,2024-04-19T01:15:54.915403195Z,01HVSY7HNNT1WZSF3YM7ETAT0Z,2024-04-19T01:11:29.846137363Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:11:29.846137363Z,"[""🐿️"",""🐇"",""                                   ""]",2024-04-19T01:15:55.31531225Z,5a00e6da120fb300019480b3,2024-04-19T01:11:29.794424096Z,player 3,2024-04-19T01:15:55.31531225Z,01HVSYH4FSC9EH1Z7E80XP1Q3R,2024-04-19T01:11:29.794424096Z,rerun-interactive-0.3,2024-04-19T01:11:29.846137363Z,"{""age"":""62"",""gender"":""female"",""strength"":""low"",""fair"":""yes"",""feedback"":""too quick"",""education"":""bachelor"",""teammates"":""not sure"",""notes"":""no"",""politics"":"""",""geo"":""british"",""ethnicity"":""""}",2024-04-19T01:29:42.821232028Z,1,2024-04-19T01:29:42.856420178Z,{},2024-04-19T01:11:30.173031345Z,4,2024-04-19T01:15:45.391661615Z,game ended,2024-04-19T01:27:59.941731021Z,01HVSYHPCFQTQMF2D9ASZQCSC8,2024-04-19T01:27:06.145178646Z
01HVSYH64EV823HK3B8YXEZS0K,true,2024-04-19T01:16:52.211370063Z,01HVSY7GQJ9YRBBHTX6BK30JAM,2024-04-19T01:13:28.504904259Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:13:28.504904259Z,"[""🐿️"",""                                   "",""🐿️"",""🐿️"",""🐿️""]",2024-04-19T01:16:52.710594699Z,65dd4a2baef7f9381901eb5a,2024-04-19T01:11:30.702660048Z,player 4,2024-04-19T01:16:52.710594699Z,01HVSYH553JXJKDD99H2J6TFJF,2024-04-19T01:11:30.702660048Z,rerun-interactive-0.3,2024-04-19T01:13:28.504904259Z,"{""age"":""30"",""gender"":""female"",""strength"":""Taking notes allowed me to keep track of the ratios as I went"",""fair"":""yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""I don't think anyone maliciously lied, but I don't think my count matches up to the number of squirrels/rabbits that displayed next to the slider"",""notes"":""Yes"",""politics"":""liberal"",""geo"":""Canadian"",""ethnicity"":""white""}",2024-04-19T01:30:52.872714208Z,1,2024-04-19T01:30:52.910594087Z,{},2024-04-19T01:11:31.318820496Z,4,2024-04-19T01:14:41.564579218Z,game ended,2024-04-19T01:28:59.672888017Z,01HVSXZNMPJCQH6WS8RQWRV9MY,2024-04-19T01:28:03.147595618Z
01HVSYH7RD84CSMSBZD5WWZF3W,,,01HVSZENSYV4TXJTQGGAF8CFNT,2024-04-19T01:36:22.940195244Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:36:22.940195244Z,"[""                                   "",""🐿️"",""🐿️"",""🐿️""]",2024-04-19T01:41:24.031724007Z,6153262ce40377b67913ca13,2024-04-19T01:11:32.365853778Z,player 1,2024-04-19T01:41:24.031724007Z,01HVSYH7CRK21K10R1GCH8C9JE,2024-04-19T01:11:32.365853778Z,rerun-interactive-0.3,2024-04-19T01:36:22.940195244Z,,,,,{},2024-04-19T01:11:32.575102138Z,1,2024-04-19T01:11:39.030813742Z,game ended,2024-04-19T01:52:01.437869258Z,01HVSZ6JJHC1B7BQWQZSTEMRRN,2024-04-19T01:51:05.695992321Z
