id,emojiArray,emojiArrayLastChangedAt,participantID,participantIDLastChangedAt,exitStep,exitStepLastChangedAt,treatment,treatmentLastChangedAt,exitSurvey,exitSurveyLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,recipient,recipientLastChangedAt,treatmentName,treatmentNameLastChangedAt,name,nameLastChangedAt,introDone,introDoneLastChangedAt,intro,introLastChangedAt,urlParams,urlParamsLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt
01HWDSS7X33XJR2CJYEYCYPK3P,"[""🐿️"",""🐿️"",""🐿️"",""🐿️"",""                                   ""]",2024-04-26T18:18:43.620090326Z,01HWDSS77KB1WJ5113C72Y6ZMQ,2024-04-26T18:13:20.42041745Z,1,2024-04-26T18:36:54.972809625Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-26T18:17:17.860303964Z,"{""age"":""54"",""gender"":""Male"",""strength"":""OK"",""fair"":""Yes"",""feedback"":""No problems.  Fun game,  Id really like to know the answer if there s one!"",""education"":""master"",""teammates"":""I had no way of knowing if they were telling the truth But answers seemed consistent"",""notes"":""Yes"",""politics"":""Liberal"",""geo"":""UK"",""ethnicity"":""White""}",2024-04-26T18:36:55.140420603Z,63469f35701f6b1eb1e76b1f,2024-04-26T18:13:20.42041745Z,01HWDSTNVFS0J3HS32D1H4KF9E,2024-04-26T18:33:23.905531046Z,rerun-unidirectional- 0.3,2024-04-26T18:17:17.860303964Z,player 3,2024-04-26T18:18:43.620090326Z,true,2024-04-26T18:18:28.314026598Z,4,2024-04-26T18:18:24.164419308Z,{},2024-04-26T18:13:20.83607261Z,game ended,2024-04-26T18:34:33.010504359Z,01HWDSTT5Z2H6AXQHZ8SSJFFPC,2024-04-26T18:17:17.860303964Z
01HWDSS8VWECK4HG175JNKRJ4H,"[""                                   "",""🐇"",""🐿️"",""🐿️"",""🐇"",""🐇"",""🐿️""]",2024-04-26T18:17:19.258755818Z,01HWDSS86F7TBWG3QFK3AGGE8W,2024-04-26T18:13:21.404106699Z,1,2024-04-26T18:33:12.854936294Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-26T18:16:13.81374179Z,"{""age"":""54"",""gender"":""male"",""strength"":""i was totally honest"",""fair"":""yes"",""feedback"":""none"",""education"":""high-school"",""teammates"":""i think they were telling the truth"",""notes"":""i just remembered which one had more"",""politics"":"""",""geo"":""uk"",""ethnicity"":""white""}",2024-04-26T18:33:12.671091467Z,63ee6ca92186ac65c4437d62,2024-04-26T18:13:21.404106699Z,01HWDSNH5YB6VNH3CMZ0XJKDKS,2024-04-26T18:29:46.37991545Z,rerun-unidirectional- 0.3,2024-04-26T18:16:13.81374179Z,player 4,2024-04-26T18:17:19.258755818Z,true,2024-04-26T18:16:38.414578621Z,4,2024-04-26T18:16:26.903650409Z,{},2024-04-26T18:13:21.837182149Z,game ended,2024-04-26T18:31:24.469670957Z,01HWDP5JCGTBT17MFRMQD2C70B,2024-04-26T18:16:13.81374179Z
01HWDSSC58V9NY3DA138R8430B,,,01HWDSSBE1HN9WWK05KYZCP2M6,2024-04-26T18:13:24.776230952Z,1,2024-04-26T18:20:20.085221221Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-26T18:19:28.923060842Z,"{""age"":""31"",""gender"":""female"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""high-school"",""teammates"":"""",""notes"":"""",""politics"":""n/a"",""geo"":""uk"",""ethnicity"":""white""}",2024-04-26T18:20:19.947173846Z,59cb95053306be000195be2e,2024-04-26T18:13:24.776230952Z,,,rerun-unidirectional- 0.3,2024-04-26T18:19:28.923060842Z,,,,,1,2024-04-26T18:13:30.984894433Z,{},2024-04-26T18:13:25.278763524Z,game terminated,2024-04-26T18:19:30.610349305Z,01HWDT4BZSH12NTZJJJZERX6R3,2024-04-26T18:19:28.923060842Z
01HWDST31077R9N2J87T4700YG,,,01HWDST2C289D5A5MMAJ88665F,2024-04-26T18:13:48.192686513Z,1,2024-04-26T18:21:38.177331087Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-26T18:19:28.923060842Z,"{""age"":""62"",""gender"":""Female"",""strength"":"""",""fair"":"""",""feedback"":""The game didn't load, after the instructions and the practise it came straight to this page even though I passed the questions."",""education"":""high-school"",""teammates"":"""",""notes"":"""",""politics"":""middle"",""geo"":""United Kingdom"",""ethnicity"":""White""}",2024-04-26T18:21:38.101172162Z,638e2eed82fa613f2140ba13,2024-04-26T18:13:48.192686513Z,,,rerun-unidirectional- 0.3,2024-04-26T18:19:28.923060842Z,,,,,4,2024-04-26T18:18:30.944989552Z,{},2024-04-26T18:13:48.602707961Z,game terminated,2024-04-26T18:19:30.610349305Z,01HWDT4BZSH12NTZJJJZERX6R3,2024-04-26T18:19:28.923060842Z
01HWDSTCD2664G51Z2CEHCTR1V,,,01HWDST7VWDDRSS74QQ79A8Q06,2024-04-26T18:13:57.794270869Z,1,2024-04-26T18:19:41.439604358Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-26T18:19:28.923060842Z,"{""age"":""24"",""gender"":""Male"",""strength"":""70/100"",""fair"":""yes"",""feedback"":""I forgot the name of an animal"",""education"":""bachelor"",""teammates"":""yes"",""notes"":""Yes"",""politics"":"""",""geo"":"""",""ethnicity"":""""}",2024-04-26T18:19:41.298365635Z,661931ad8122daa2b3f4f6e6,2024-04-26T18:13:57.794270869Z,,,rerun-unidirectional- 0.3,2024-04-26T18:19:28.923060842Z,,,,,3,2024-04-26T18:18:09.019552573Z,{},2024-04-26T18:13:59.012778508Z,game terminated,2024-04-26T18:19:30.610349305Z,01HWDT4BZSH12NTZJJJZERX6R3,2024-04-26T18:19:28.923060842Z
01HWDSTNVFS0J3HS32D1H4KF9E,"[""                                   "",""🐇"",""🐇"",""🐿️""]",2024-04-26T18:18:43.620090326Z,01HWDSTMYFZ4DDH7GQZQZRW3RM,2024-04-26T18:14:07.471624545Z,1,2024-04-26T18:35:42.447634276Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-26T18:17:17.860303964Z,"{""age"":""27"",""gender"":""female"",""strength"":""good"",""fair"":""yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""yes"",""notes"":""somehow"",""politics"":""none"",""geo"":""ro"",""ethnicity"":""european""}",2024-04-26T18:35:42.288406999Z,655cbb021c8e92f42ea8cc42,2024-04-26T18:14:07.471624545Z,01HWDSRMW47NQT51SEVMY81TQX,2024-04-26T18:33:23.905531046Z,rerun-unidirectional- 0.3,2024-04-26T18:17:17.860303964Z,player 4,2024-04-26T18:18:43.620090326Z,true,2024-04-26T18:17:43.845050907Z,4,2024-04-26T18:17:21.659862973Z,{},2024-04-26T18:14:07.838888792Z,game ended,2024-04-26T18:34:33.010504359Z,01HWDSTT5Z2H6AXQHZ8SSJFFPC,2024-04-26T18:17:17.860303964Z
01HWDSVHZ9Z3SBDYQ7ACSBFSRC,"[""🐿️"",""🐿️"",""                                   ""]",2024-04-26T18:16:14.647079047Z,01HWDSVHC69DJ9MV1HJRFA877F,2024-04-26T18:14:36.26506569Z,1,2024-04-26T18:29:14.074094299Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-26T18:14:36.327631241Z,"{""age"":""26"",""gender"":""Female"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""high-school"",""teammates"":""Yes"",""notes"":""Yes"",""politics"":""Labour"",""geo"":""United Kingdom"",""ethnicity"":""Mixed race""}",2024-04-26T18:29:13.89341951Z,5f5b27197b27852344f1b9c5,2024-04-26T18:14:36.26506569Z,01HWDSGMSQB3D2JW5MG0KYJPXA,2024-04-26T18:27:22.722297582Z,rerun-unidirectional- 0.3,2024-04-26T18:14:36.327631241Z,player 4,2024-04-26T18:16:14.647079047Z,true,2024-04-26T18:16:13.66870721Z,4,2024-04-26T18:16:06.472607707Z,{},2024-04-26T18:14:36.633529375Z,game ended,2024-04-26T18:28:22.663909419Z,01HWDP5F4CAKWKQT7NW2GXCXG6,2024-04-26T18:14:36.327631241Z
01HWDSZ4N3GV8YRTCRP1P8MDYR,,,01HWDSZ3YBJNBHE00Q50P953KK,2024-04-26T18:16:33.699575873Z,1,2024-04-26T18:20:29.211473032Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-26T18:19:28.973210259Z,"{""age"":""-60"",""gender"":""female"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""high-school"",""teammates"":"""",""notes"":"""",""politics"":"""",""geo"":""United Kingdom"",""ethnicity"":""""}",2024-04-26T18:20:29.269318733Z,6595401ba900990efec010cd,2024-04-26T18:16:33.699575873Z,,,rerun-unidirectional- 0.3,2024-04-26T18:19:28.973210259Z,,,,,1,2024-04-26T18:16:48.909728295Z,{},2024-04-26T18:16:34.199980971Z,game terminated,2024-04-26T18:19:30.610349305Z,01HWDT4BZSH12NTZJJJZERX6R3,2024-04-26T18:19:28.973210259Z
01HWDT4VN5368SGVV4F7SBAV99,"[""🐇"",""🐇"",""                                   ""]",2024-04-26T18:22:07.736427173Z,01HWDT4TT63GZARYWP8JKVAV8A,2024-04-26T18:19:41.093701227Z,1,2024-04-26T18:37:58.286003189Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:19:41.156126416Z,"{""age"":""35"",""gender"":""woman"",""strength"":""useless"",""fair"":""no, too little"",""feedback"":"""",""education"":""high-school"",""teammates"":""no idea"",""notes"":""no"",""politics"":""left"",""geo"":""british"",""ethnicity"":""white""}",2024-04-26T18:37:58.446096085Z,5e6a923f59a3bd04d5edc606,2024-04-26T18:19:41.093701227Z,01HWDT4WGAW2MWBQRHW3SQ6003,2024-04-26T18:36:01.533971237Z,rerun-unidirectional- 0.7,2024-04-26T18:19:41.156126416Z,player 1,2024-04-26T18:22:07.736427173Z,true,2024-04-26T18:22:06.588469461Z,4,2024-04-26T18:21:44.555305822Z,{},2024-04-26T18:19:41.644597375Z,game ended,2024-04-26T18:37:05.919761603Z,01HWDSCSCN4RSWBHAFJKDXAAZG,2024-04-26T18:19:41.156126416Z
01HWDT4WGAW2MWBQRHW3SQ6003,"[""🐇"",""🐇"",""                                   "",""🐿️"",""🐿️"",""🐿️"",""🐇"",""🐿️""]",2024-04-26T18:22:07.736427173Z,01HWDT4WCFY8VJF0YM45ZC6X2W,2024-04-26T18:19:41.962606761Z,1,2024-04-26T18:37:40.918325946Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:19:42.03741473Z,"{""age"":""20"",""gender"":""female"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""high-school"",""teammates"":""yes"",""notes"":""no"",""politics"":""leftist"",""geo"":""USA"",""ethnicity"":""half Japanese, half white""}",2024-04-26T18:37:40.972476301Z,60fda99552159c0689423ae4,2024-04-26T18:19:41.962606761Z,01HWDT4YAJ5CPW3ZW4ER5VN1F9,2024-04-26T18:36:01.533971237Z,rerun-unidirectional- 0.7,2024-04-26T18:19:42.03741473Z,player 2,2024-04-26T18:22:07.736427173Z,true,2024-04-26T18:21:40.058509452Z,4,2024-04-26T18:21:37.617561475Z,{},2024-04-26T18:19:42.09854714Z,game ended,2024-04-26T18:37:05.919761603Z,01HWDSCSCN4RSWBHAFJKDXAAZG,2024-04-26T18:19:42.03741473Z
01HWDT4YAJ5CPW3ZW4ER5VN1F9,"[""🐇"",""🐇"",""                                   "",""🐇"",""🐇"",""🐇"",""🐇"",""🐇""]",2024-04-26T18:22:07.736427173Z,01HWDT4XQ1HCH3PJZ3G2ERTX4C,2024-04-26T18:19:43.826957455Z,1,2024-04-26T18:40:32.040245697Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:19:43.869345817Z,"{""age"":""53"",""gender"":""Sex!!! Female"",""strength"":""I can't think of any except the eyes to see the constant stream of seven bunnies. "",""fair"":""Probably not. But it was different."",""feedback"":""I don't have any. You asked questions I couldn't possibly answer. And made me look at pictures of seven bunnies far too many times. I have no idea why. But suspect my neighbours have fallen asleep or think I am lying. Or possibly my bunnies were concrete?"",""education"":""master"",""teammates"":""I have no idea, how would I?"",""notes"":""No."",""politics"":""Conservative"",""geo"":""English"",""ethnicity"":""White""}",2024-04-26T18:40:31.821368796Z,59ea15472f63d30001c8fef2,2024-04-26T18:19:43.826957455Z,01HWDT518VQPFJ06X48YR5BQ6P,2024-04-26T18:36:01.533971237Z,rerun-unidirectional- 0.7,2024-04-26T18:19:43.869345817Z,player 3,2024-04-26T18:22:07.736427173Z,true,2024-04-26T18:21:44.656354304Z,4,2024-04-26T18:21:42.146737965Z,{},2024-04-26T18:19:44.183137523Z,game ended,2024-04-26T18:37:05.919761603Z,01HWDSCSCN4RSWBHAFJKDXAAZG,2024-04-26T18:19:43.869345817Z
01HWDT4ZP85722Q4JS98V4FBE1,"[""                                   "",""🐇"",""🐿️""]",2024-04-26T18:26:45.6192425Z,01HWDT4Z1V5R216RE7XSX4F3N5,2024-04-26T18:19:45.224754702Z,1,2024-04-26T18:43:37.211063012Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:23:54.492690241Z,"{""age"":""65"",""gender"":""male"",""strength"":""fairly ok"",""fair"":""yes"",""feedback"":""no problems"",""education"":""high-school"",""teammates"":""not sure"",""notes"":""no"",""politics"":""right"",""geo"":""british"",""ethnicity"":""white""}",2024-04-26T18:43:36.570304645Z,5f6f7258aa7332501adb94f4,2024-04-26T18:19:45.224754702Z,01HWDT5M1ZF46YWVCSQ1SN0T6B,2024-04-26T18:41:04.451486694Z,rerun-unidirectional- 0.7,2024-04-26T18:23:54.492690241Z,player 1,2024-04-26T18:26:45.6192425Z,true,2024-04-26T18:25:53.302433316Z,4,2024-04-26T18:25:48.088853941Z,{},2024-04-26T18:19:45.603550248Z,game ended,2024-04-26T18:42:11.913907486Z,01HWDP6CN9Y3MXPZJT12FKB01X,2024-04-26T18:23:54.492690241Z
01HWDT518VQPFJ06X48YR5BQ6P,"[""🐿️"",""🐇"",""                                   "",""🐇"",""🐿️""]",2024-04-26T18:22:07.736427173Z,01HWDT50M0YXGR0VNS9TZKRYZG,2024-04-26T18:19:46.843983201Z,,,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:19:46.895866548Z,,,613cc5de78e7317f29171d0c,2024-04-26T18:19:46.843983201Z,01HWDT4VN5368SGVV4F7SBAV99,2024-04-26T18:36:01.533971237Z,rerun-unidirectional- 0.7,2024-04-26T18:19:46.895866548Z,player 4,2024-04-26T18:22:07.736427173Z,true,2024-04-26T18:21:56.765394592Z,4,2024-04-26T18:21:52.391456928Z,{},2024-04-26T18:19:47.205040464Z,game ended,2024-04-26T18:37:05.919761603Z,01HWDSCSCN4RSWBHAFJKDXAAZG,2024-04-26T18:19:46.895866548Z
01HWDT56D8JNE7QTFR1X2HTR0A,"[""🐇"",""🐿️"",""                                   "",""🐇"",""🐇""]",2024-04-26T18:23:56.223454092Z,01HWDT55N6TKH74MA6FD4D9499,2024-04-26T18:19:52.104200215Z,1,2024-04-26T18:42:09.050674996Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:22:06.771748068Z,"{""age"":""68"",""gender"":""male"",""strength"":""strong"",""fair"":""maybe"",""feedback"":"""",""education"":""bachelor"",""teammates"":""probably not at times"",""notes"":""just considered information"",""politics"":""left"",""geo"":""british"",""ethnicity"":""white""}",2024-04-26T18:42:08.843949343Z,65e1e16d9f7eaa10f3454025,2024-04-26T18:19:52.104200215Z,01HWDT5737N2J5VR33Y1A8GVMR,2024-04-26T18:38:56.047647297Z,rerun-unidirectional- 0.7,2024-04-26T18:22:06.771748068Z,player 1,2024-04-26T18:23:56.223454092Z,true,2024-04-26T18:23:54.347965451Z,4,2024-04-26T18:23:46.807302695Z,{},2024-04-26T18:19:52.56255505Z,game ended,2024-04-26T18:40:06.313491146Z,01HWDP6DGMHX5DEQX4XYGJMTAJ,2024-04-26T18:22:06.771748068Z
01HWDT5737N2J5VR33Y1A8GVMR,"[""🐿️"",""🐇"",""🐿️"",""🐇"",""🐇"",""                                   "",""🐇""]",2024-04-26T18:23:56.223454092Z,01HWDT56GG79YFZBYNZK0CDF8Y,2024-04-26T18:19:52.807443409Z,1,2024-04-26T18:58:11.335608045Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:22:06.771748068Z,"{""age"":""37"",""gender"":""Female"",""strength"":""consistency"",""fair"":""It took longer than 15mins"",""feedback"":""none"",""education"":""other"",""teammates"":""yes"",""notes"":""no"",""politics"":""centre right"",""geo"":""UK"",""ethnicity"":""White""}",2024-04-26T18:58:11.143122886Z,56a8bb427f2472000b9522f6,2024-04-26T18:19:52.807443409Z,01HWDT59YTND69F8W31HD7ZBV3,2024-04-26T18:38:56.047647297Z,rerun-unidirectional- 0.7,2024-04-26T18:22:06.771748068Z,player 2,2024-04-26T18:23:56.223454092Z,true,2024-04-26T18:22:22.110643108Z,4,2024-04-26T18:22:16.740728082Z,{},2024-04-26T18:19:53.204283703Z,game ended,2024-04-26T18:40:06.313491146Z,01HWDP6DGMHX5DEQX4XYGJMTAJ,2024-04-26T18:22:06.771748068Z
01HWDT59YTND69F8W31HD7ZBV3,"[""🐇"",""🐿️"",""                                   "",""🐇""]",2024-04-26T18:23:56.223454092Z,01HWDT59KVZB7P7G4XEJE4C8MY,2024-04-26T18:19:55.738918086Z,1,2024-04-26T18:41:28.619716415Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:22:06.771748068Z,"{""age"":""29"",""gender"":""female"",""strength"":""i kept track of how many of each animal there were"",""fair"":""maybe"",""feedback"":""loading between parts is kind of slow"",""education"":""bachelor"",""teammates"":""i assume they were truthful"",""notes"":""yes"",""politics"":""left"",""geo"":""USA"",""ethnicity"":""asian""}",2024-04-26T18:41:28.528916189Z,5d01b9d4c9281200151c7c6b,2024-04-26T18:19:55.738918086Z,01HWDT5NNAVRGDSPHMVPGVC2VE,2024-04-26T18:38:56.047647297Z,rerun-unidirectional- 0.7,2024-04-26T18:22:06.771748068Z,player 3,2024-04-26T18:23:56.223454092Z,true,2024-04-26T18:22:21.014659931Z,4,2024-04-26T18:22:16.097808702Z,{},2024-04-26T18:19:56.106087221Z,game ended,2024-04-26T18:40:06.313491146Z,01HWDP6DGMHX5DEQX4XYGJMTAJ,2024-04-26T18:22:06.771748068Z
01HWDT5M1ZF46YWVCSQ1SN0T6B,"[""🐇"",""🐿️"",""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""                                   "",""🐇""]",2024-04-26T18:26:45.6192425Z,01HWDT5KAAC204X31PEG38GHM4,2024-04-26T18:20:06.079885216Z,1,2024-04-26T18:43:48.310410121Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:23:54.492690241Z,"{""age"":""63"",""gender"":""Male"",""strength"":""Reasonable."",""fair"":""Yes."",""feedback"":""No problems."",""education"":""high-school"",""teammates"":""I hope so!"",""notes"":""No."",""politics"":""Centre"",""geo"":""British"",""ethnicity"":""White""}",2024-04-26T18:43:48.054220611Z,5fb8d29daff3bb26b233b979,2024-04-26T18:20:06.079885216Z,01HWDT5RWPVAV467W8Y4DKGVS4,2024-04-26T18:41:04.451486694Z,rerun-unidirectional- 0.7,2024-04-26T18:23:54.492690241Z,player 2,2024-04-26T18:26:45.6192425Z,true,2024-04-26T18:24:51.800913622Z,4,2024-04-26T18:24:36.863713454Z,{},2024-04-26T18:20:06.592946059Z,game ended,2024-04-26T18:42:11.913907486Z,01HWDP6CN9Y3MXPZJT12FKB01X,2024-04-26T18:23:54.492690241Z
01HWDT5NNAVRGDSPHMVPGVC2VE,"[""🐿️"",""🐇"",""                                   "",""🐿️"",""🐇"",""🐇"",""🐇"",""🐇""]",2024-04-26T18:23:56.223454092Z,01HWDT5MZ75DTH95TA3XJQ4MQJ,2024-04-26T18:20:07.722985575Z,1,2024-04-26T18:42:07.050491411Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:22:06.771748068Z,"{""age"":""70"",""gender"":""male"",""strength"":""Was late starting to keep score. "",""fair"":""yes"",""feedback"":""No problems"",""education"":""high-school"",""teammates"":""trusted them to but they gave no other help"",""notes"":""yes"",""politics"":""right"",""geo"":""british. UK"",""ethnicity"":""white""}",2024-04-26T18:42:07.284046Z,5ea06914c2b73202ae7a3f29,2024-04-26T18:20:07.722985575Z,01HWDT56D8JNE7QTFR1X2HTR0A,2024-04-26T18:38:56.047647297Z,rerun-unidirectional- 0.7,2024-04-26T18:22:06.771748068Z,player 4,2024-04-26T18:23:56.223454092Z,true,2024-04-26T18:23:42.494551293Z,4,2024-04-26T18:23:33.697410389Z,{},2024-04-26T18:20:08.194763239Z,game ended,2024-04-26T18:40:06.313491146Z,01HWDP6DGMHX5DEQX4XYGJMTAJ,2024-04-26T18:22:06.771748068Z
01HWDT5RWPVAV467W8Y4DKGVS4,"[""🐿️"",""🐇"",""🐿️"",""🐇"",""🐿️"",""                                   "",""🐇""]",2024-04-26T18:26:45.6192425Z,01HWDT5QN98D9T597PJCAMB8SY,2024-04-26T18:20:11.031049726Z,1,2024-04-26T18:43:41.693349454Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:23:54.492690241Z,"{""age"":""58"",""gender"":""female"",""strength"":""figuring out the percentage of rabbits vs. squirrels. weakness: trying to find that point on the line without numbers."",""fair"":""probably"",""feedback"":"""",""education"":""master"",""teammates"":""i imagine they were"",""notes"":""yes"",""politics"":""independent"",""geo"":""us"",""ethnicity"":""caucasian""}",2024-04-26T18:43:41.517214318Z,64dd3e11a1123030a614608a,2024-04-26T18:20:11.031049726Z,01HWDTD8T0JPCB44DAEH4BJ5YJ,2024-04-26T18:41:04.451486694Z,rerun-unidirectional- 0.7,2024-04-26T18:23:54.492690241Z,player 3,2024-04-26T18:26:45.6192425Z,true,2024-04-26T18:26:10.379835864Z,4,2024-04-26T18:26:07.25058509Z,{},2024-04-26T18:20:11.704312467Z,game ended,2024-04-26T18:42:11.913907486Z,01HWDP6CN9Y3MXPZJT12FKB01X,2024-04-26T18:23:54.492690241Z
01HWDT5T8KX4P87SW04F5KGSFT,"[""🐿️"",""🐇"",""                                   "",""🐇"",""🐇"",""🐇""]",2024-04-26T18:28:43.746724513Z,01HWDT5S5RKQ5KKS0SAM3ZXKFB,2024-04-26T18:20:12.435229247Z,1,2024-04-26T18:48:15.116314188Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:26:41.859647065Z,"{""age"":""43"",""gender"":""male"",""strength"":""did my best and try to get the message out how many Squirrels and  rabbits ive seen on my side"",""fair"":""yes "",""feedback"":""no it was great thank you "",""education"":""high-school"",""teammates"":""i think so yes"",""notes"":""no just went with the game  "",""politics"":""left"",""geo"":""United Kingdom"",""ethnicity"":""white ""}",2024-04-26T18:48:14.933911743Z,573a34f614f69e000d7d670f,2024-04-26T18:20:12.435229247Z,01HWDTA9178NCB9GR1VV22E3R6,2024-04-26T18:44:13.172655938Z,rerun-unidirectional- 0.7,2024-04-26T18:26:41.859647065Z,player 1,2024-04-26T18:28:43.746724513Z,true,2024-04-26T18:27:12.824686993Z,4,2024-04-26T18:27:01.875840852Z,{},2024-04-26T18:20:13.089545467Z,game ended,2024-04-26T18:45:20.559928648Z,01HWDP6BHWKE548RPYM9JDXR9V,2024-04-26T18:26:41.859647065Z
01HWDT6BY3CZZ46W3KQXAAWRXG,"[""🐿️"",""🐿️"",""                                   ""]",2024-04-26T18:27:26.982444051Z,01HWDT6B38GX37JSF265HBEDZ8,2024-04-26T18:20:30.53195895Z,1,2024-04-26T18:44:17.145198332Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:20:30.586933193Z,"{""age"":""32"",""gender"":""Female"",""strength"":""I tried to remeebr the past advice and took note of these."",""fair"":""Yes it seemed fair."",""feedback"":""No problems"",""education"":""bachelor"",""teammates"":""Yes I thought so."",""notes"":""Yes, I took their sights on board and made my guesses based on this information."",""politics"":""Conservative"",""geo"":""UK"",""ethnicity"":""White""}",2024-04-26T18:44:16.961718801Z,60ef416bf0b42b5595e4f4c0,2024-04-26T18:20:30.53195895Z,01HWDT6N4ZEJTP6DB0XBAE8Y0Y,2024-04-26T18:41:58.889195783Z,rerun-unidirectional- 0.7,2024-04-26T18:20:30.586933193Z,player 1,2024-04-26T18:27:26.982444051Z,true,2024-04-26T18:22:21.590028161Z,4,2024-04-26T18:22:17.936446213Z,{},2024-04-26T18:20:30.94464475Z,game ended,2024-04-26T18:43:07.364007495Z,01HWDP6EBP6BTQ2D92A3H7PCP0,2024-04-26T18:20:30.586933193Z
01HWDT6N4ZEJTP6DB0XBAE8Y0Y,"[""🐿️"",""🐇"",""                                   ""]",2024-04-26T18:27:26.982444051Z,01HWDT6MD9PMRZ6H3VSRKWJ9MX,2024-04-26T18:20:39.967297853Z,1,2024-04-26T18:44:42.367427778Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:20:40.086513866Z,"{""age"":""56"",""gender"":""female"",""strength"":""Good at maths"",""fair"":""Yes"",""feedback"":""I had problems with the instruction to move to Chrome - couldn't restart the game "",""education"":""high-school"",""teammates"":""Yes"",""notes"":""No"",""politics"":""mid"",""geo"":""British"",""ethnicity"":""wb""}",2024-04-26T18:44:42.246131176Z,63828c7df7bede449d910c4f,2024-04-26T18:20:39.967297853Z,01HWDT84DRWN8T8NP1HK6JK9KQ,2024-04-26T18:41:58.889195783Z,rerun-unidirectional- 0.7,2024-04-26T18:20:40.086513866Z,player 2,2024-04-26T18:27:26.982444051Z,true,2024-04-26T18:27:25.596136649Z,4,2024-04-26T18:27:16.573204945Z,{},2024-04-26T18:20:40.395795642Z,game ended,2024-04-26T18:43:07.364007495Z,01HWDP6EBP6BTQ2D92A3H7PCP0,2024-04-26T18:20:40.086513866Z
01HWDT6PWRVZQJ0CA9G2WY7V75,,,01HWDT6NCE6TF3QZBJ43PKYVV7,2024-04-26T18:20:41.752247202Z,,,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:32:07.446288044Z,,,5e53df2d8b62b33daf126ecd,2024-04-26T18:20:41.752247202Z,,,rerun-unidirectional- 0.7,2024-04-26T18:32:07.446288044Z,,,,,1,2024-04-26T18:26:30.696120226Z,{},2024-04-26T18:20:42.576999353Z,game terminated,2024-04-26T18:44:03.906515981Z,01HWDTPPHVKHA1XZVPHT00NNNS,2024-04-26T18:32:07.446288044Z
