id,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,playerID,playerIDLastChangedAt,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,guess,guessLastChangedAt,confidence,confidenceLastChangedAt,submit,submitLastChangedAt
01HW3QV6FTG168T55A29JCH33M,01HW3QQ2DE6230ARE5J604C8YG,2024-04-22T20:27:03.034431277Z,01HW3QQ2GTMK82XWSB3HJ4T36B,2024-04-22T20:27:03.034431277Z,01HW3QESG0NQF8P0NQKEZRKY73,2024-04-22T20:27:03.034431277Z,01HW3QBNA4F8HTVNXSMY3HVMF9,2024-04-22T20:27:03.034431277Z,01HW3QBNAKC288GF6W7C58AV9S,2024-04-22T20:27:03.034431277Z,28,2024-04-22T20:27:21.477460731Z,26,2024-04-22T20:27:21.48420588Z,true,2024-04-22T20:27:21.497952813Z
01HW3QV6G9C5VN0JSDDE7FNRVB,01HW3QQ2DE6230ARE5J604C8YG,2024-04-22T20:27:03.049180021Z,01HW3QQ2GTMK82XWSB3HJ4T36B,2024-04-22T20:27:03.049180021Z,01HW3QJ8N7PSM0PF7SJ8JSDVR8,2024-04-22T20:27:03.049180021Z,01HW3QBNA4F8HTVNXSMY3HVMF9,2024-04-22T20:27:03.049180021Z,01HW3QBNAKC288GF6W7C58AV9S,2024-04-22T20:27:03.049180021Z,32,2024-04-22T20:27:09.635013153Z,89,2024-04-22T20:27:09.639045304Z,true,2024-04-22T20:27:09.643654279Z
01HW3QV6GVN68B8V99V9X6Z0CE,01HW3QQ2DE6230ARE5J604C8YG,2024-04-22T20:27:03.06749925Z,01HW3QQ2GTMK82XWSB3HJ4T36B,2024-04-22T20:27:03.06749925Z,01HW3QJJBT4VFZZ2RF5HSJ6NQX,2024-04-22T20:27:03.06749925Z,01HW3QBNA4F8HTVNXSMY3HVMF9,2024-04-22T20:27:03.06749925Z,01HW3QBNAKC288GF6W7C58AV9S,2024-04-22T20:27:03.06749925Z,52,2024-04-22T20:27:24.810377868Z,46,2024-04-22T20:27:24.814158021Z,true,2024-04-22T20:27:24.825178192Z
01HW3QVS4V1F1GET5E26BRNBYG,01HW3QS02NTBTCX5S7JTZDQAB4,2024-04-22T20:27:22.139628437Z,01HW3QS04Y0TGN6ZK6F6B0JKR8,2024-04-22T20:27:22.139628437Z,01HW3QG33P9GJ01WCWEAZS48BJ,2024-04-22T20:27:22.139628437Z,01HW3P086E789T0AZ585V5ZQ95,2024-04-22T20:27:22.139628437Z,01HW3P0871DNEMJ9YD7B6RN3B8,2024-04-22T20:27:22.139628437Z,27,2024-04-22T20:27:48.573535394Z,72,2024-04-22T20:27:48.578769817Z,true,2024-04-22T20:27:48.592772098Z
01HW3QVS55WDH2YC1YK3K974HA,01HW3QS02NTBTCX5S7JTZDQAB4,2024-04-22T20:27:22.149064031Z,01HW3QS04Y0TGN6ZK6F6B0JKR8,2024-04-22T20:27:22.149064031Z,01HW3QHNNGQ3969BS5PQJVJ1S7,2024-04-22T20:27:22.149064031Z,01HW3P086E789T0AZ585V5ZQ95,2024-04-22T20:27:22.149064031Z,01HW3P0871DNEMJ9YD7B6RN3B8,2024-04-22T20:27:22.149064031Z,6,2024-04-22T20:27:49.042044087Z,78,2024-04-22T20:27:49.053962832Z,true,2024-04-22T20:27:49.069063632Z
01HW3QVS5FFRJFNV0QWYW70JAM,01HW3QS02NTBTCX5S7JTZDQAB4,2024-04-22T20:27:22.159432129Z,01HW3QS04Y0TGN6ZK6F6B0JKR8,2024-04-22T20:27:22.159432129Z,01HW3QJFJ5YFDB23GV745PD9T9,2024-04-22T20:27:22.159432129Z,01HW3P086E789T0AZ585V5ZQ95,2024-04-22T20:27:22.159432129Z,01HW3P0871DNEMJ9YD7B6RN3B8,2024-04-22T20:27:22.159432129Z,35,2024-04-22T20:27:37.079468934Z,62,2024-04-22T20:27:37.068999109Z,true,2024-04-22T20:27:37.236578126Z
01HW3QVS5QAFAG5NEH371J3EPD,01HW3QS02NTBTCX5S7JTZDQAB4,2024-04-22T20:27:22.167825321Z,01HW3QS04Y0TGN6ZK6F6B0JKR8,2024-04-22T20:27:22.167825321Z,01HW3QMDKBMXC7W9YNVEQ3XZQA,2024-04-22T20:27:22.167825321Z,01HW3P086E789T0AZ585V5ZQ95,2024-04-22T20:27:22.167825321Z,01HW3P0871DNEMJ9YD7B6RN3B8,2024-04-22T20:27:22.167825321Z,76,2024-04-22T20:27:29.631379478Z,80,2024-04-22T20:27:29.646572644Z,true,2024-04-22T20:27:29.659951368Z
01HW3QVVX5NWW2R5AZ6F4S4RVJ,01HW3QQ2DMW9JTR91818EV7GJC,2024-04-22T20:27:24.965510565Z,01HW3QQ2N9RM66XQGA4M3R8YT6,2024-04-22T20:27:24.965510565Z,01HW3QEFR9Q1ESMF9XWFHY2YFZ,2024-04-22T20:27:24.965510565Z,01HW3QBNA4F8HTVNXSMY3HVMF9,2024-04-22T20:27:24.965510565Z,01HW3QBNAKC288GF6W7C58AV9S,2024-04-22T20:27:24.965510565Z,56,2024-04-22T20:27:45.757353714Z,81,2024-04-22T20:27:45.765644068Z,true,2024-04-22T20:27:45.922325596Z
01HW3QVVXE7JVMEX4VZ9J6455R,01HW3QQ2DMW9JTR91818EV7GJC,2024-04-22T20:27:24.974778422Z,01HW3QQ2N9RM66XQGA4M3R8YT6,2024-04-22T20:27:24.974778422Z,01HW3QESG0NQF8P0NQKEZRKY73,2024-04-22T20:27:24.974778422Z,01HW3QBNA4F8HTVNXSMY3HVMF9,2024-04-22T20:27:24.974778422Z,01HW3QBNAKC288GF6W7C58AV9S,2024-04-22T20:27:24.974778422Z,79,2024-04-22T20:27:46.096144701Z,72,2024-04-22T20:27:46.099863936Z,true,2024-04-22T20:27:46.111419821Z
01HW3QVVXRP0N3C34CEMXZ50YH,01HW3QQ2DMW9JTR91818EV7GJC,2024-04-22T20:27:24.984789398Z,01HW3QQ2N9RM66XQGA4M3R8YT6,2024-04-22T20:27:24.984789398Z,01HW3QJ8N7PSM0PF7SJ8JSDVR8,2024-04-22T20:27:24.984789398Z,01HW3QBNA4F8HTVNXSMY3HVMF9,2024-04-22T20:27:24.984789398Z,01HW3QBNAKC288GF6W7C58AV9S,2024-04-22T20:27:24.984789398Z,28,2024-04-22T20:27:34.490231113Z,63,2024-04-22T20:27:34.493484451Z,true,2024-04-22T20:27:34.506129601Z
01HW3QVVY2PXCRHZAPN04QX710,01HW3QQ2DMW9JTR91818EV7GJC,2024-04-22T20:27:24.994729925Z,01HW3QQ2N9RM66XQGA4M3R8YT6,2024-04-22T20:27:24.994729925Z,01HW3QJJBT4VFZZ2RF5HSJ6NQX,2024-04-22T20:27:24.994729925Z,01HW3QBNA4F8HTVNXSMY3HVMF9,2024-04-22T20:27:24.994729925Z,01HW3QBNAKC288GF6W7C58AV9S,2024-04-22T20:27:24.994729925Z,,,,,,
01HW3QVX677F7VZ4S9W1AS14AS,01HW3QNTXN24SJBEVE5ER863SP,2024-04-22T20:27:26.279646932Z,01HW3QNV3A6G6ACADHASXJ81K0,2024-04-22T20:27:26.279646932Z,01HW3QG3SG2T5TCZKERDEG2KZ8,2024-04-22T20:27:26.279646932Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:27:26.279646932Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:27:26.279646932Z,32,2024-04-22T20:27:39.933019906Z,60,2024-04-22T20:27:39.947160699Z,true,2024-04-22T20:27:40.090923709Z
01HW3QVX6N3XGEE57TZDW4CY1H,01HW3QNTXN24SJBEVE5ER863SP,2024-04-22T20:27:26.29329335Z,01HW3QNV3A6G6ACADHASXJ81K0,2024-04-22T20:27:26.29329335Z,01HW3QJEEKWJ6KN1BBK6CM960A,2024-04-22T20:27:26.29329335Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:27:26.29329335Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:27:26.29329335Z,40,2024-04-22T20:27:43.091513432Z,41,2024-04-22T20:27:43.101770929Z,true,2024-04-22T20:27:43.084183336Z
01HW3QVX73WG7EKDP537RA9YV0,01HW3QNTXN24SJBEVE5ER863SP,2024-04-22T20:27:26.307469095Z,01HW3QNV3A6G6ACADHASXJ81K0,2024-04-22T20:27:26.307469095Z,01HW3QJRYJ8EPTFR116EYB23Y1,2024-04-22T20:27:26.307469095Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:27:26.307469095Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:27:26.307469095Z,58,2024-04-22T20:27:32.367439916Z,65,2024-04-22T20:27:32.371750046Z,true,2024-04-22T20:27:32.375767345Z
01HW3QVX7H16JWWW6YKFJ06KE0,01HW3QNTXN24SJBEVE5ER863SP,2024-04-22T20:27:26.321318398Z,01HW3QNV3A6G6ACADHASXJ81K0,2024-04-22T20:27:26.321318398Z,01HW3QKM87HM9EQMP0RHJ8P8M8,2024-04-22T20:27:26.321318398Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:27:26.321318398Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:27:26.321318398Z,66,2024-04-22T20:27:32.764330515Z,42,2024-04-22T20:27:32.768430345Z,true,2024-04-22T20:27:32.780183375Z
01HW3QWDR83ZVSC1Q8DPV922TM,01HW3QNTXSQMTHCM4N2KBM2H8A,2024-04-22T20:27:43.240683055Z,01HW3QNV2J9407EMEQW48KWCC5,2024-04-22T20:27:43.240683055Z,01HW3QG3SG2T5TCZKERDEG2KZ8,2024-04-22T20:27:43.240683055Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:27:43.240683055Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:27:43.240683055Z,31,2024-04-22T20:27:58.760807204Z,68,2024-04-22T20:27:58.773041265Z,true,2024-04-22T20:27:58.781930229Z
01HW3QWDRJ3GRTM9KS1J0FGC0V,01HW3QNTXSQMTHCM4N2KBM2H8A,2024-04-22T20:27:43.25033613Z,01HW3QNV2J9407EMEQW48KWCC5,2024-04-22T20:27:43.25033613Z,01HW3QJEEKWJ6KN1BBK6CM960A,2024-04-22T20:27:43.25033613Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:27:43.25033613Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:27:43.25033613Z,39,2024-04-22T20:27:58.537055887Z,23,2024-04-22T20:27:58.545231553Z,true,2024-04-22T20:27:58.532951859Z
01HW3QWDRWAT9XDZ7NGPFNHREH,01HW3QNTXSQMTHCM4N2KBM2H8A,2024-04-22T20:27:43.260566386Z,01HW3QNV2J9407EMEQW48KWCC5,2024-04-22T20:27:43.260566386Z,01HW3QJRYJ8EPTFR116EYB23Y1,2024-04-22T20:27:43.260566386Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:27:43.260566386Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:27:43.260566386Z,58,2024-04-22T20:27:56.663961878Z,58,2024-04-22T20:27:56.670655682Z,true,2024-04-22T20:27:56.690926003Z
01HW3QWDS5C7YF91VNE1MQG33K,01HW3QNTXSQMTHCM4N2KBM2H8A,2024-04-22T20:27:43.269453769Z,01HW3QNV2J9407EMEQW48KWCC5,2024-04-22T20:27:43.269453769Z,01HW3QKM87HM9EQMP0RHJ8P8M8,2024-04-22T20:27:43.269453769Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:27:43.269453769Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:27:43.269453769Z,,,,,,
01HW3QWKJTJZWX6BGSEXJGBMTD,01HW3QS02YS306X2SH5GF135MG,2024-04-22T20:27:49.210642991Z,01HW3QS06MQN6WQBZTYVA7YJ0B,2024-04-22T20:27:49.210642991Z,01HW3QG33P9GJ01WCWEAZS48BJ,2024-04-22T20:27:49.210642991Z,01HW3P086E789T0AZ585V5ZQ95,2024-04-22T20:27:49.210642991Z,01HW3P0871DNEMJ9YD7B6RN3B8,2024-04-22T20:27:49.210642991Z,27,2024-04-22T20:28:15.332792556Z,81,2024-04-22T20:28:15.34067925Z,true,2024-04-22T20:28:15.361538558Z
01HW3QWKK4TFAZG2SDFTTE92MH,01HW3QS02YS306X2SH5GF135MG,2024-04-22T20:27:49.220191917Z,01HW3QS06MQN6WQBZTYVA7YJ0B,2024-04-22T20:27:49.220191917Z,01HW3QHNNGQ3969BS5PQJVJ1S7,2024-04-22T20:27:49.220191917Z,01HW3P086E789T0AZ585V5ZQ95,2024-04-22T20:27:49.220191917Z,01HW3P0871DNEMJ9YD7B6RN3B8,2024-04-22T20:27:49.220191917Z,8,2024-04-22T20:28:04.685069352Z,88,2024-04-22T20:28:04.690017346Z,true,2024-04-22T20:28:04.714717069Z
01HW3QWKKCZY207G8BHB7AJEF2,01HW3QS02YS306X2SH5GF135MG,2024-04-22T20:27:49.228520685Z,01HW3QS06MQN6WQBZTYVA7YJ0B,2024-04-22T20:27:49.228520685Z,01HW3QJFJ5YFDB23GV745PD9T9,2024-04-22T20:27:49.228520685Z,01HW3P086E789T0AZ585V5ZQ95,2024-04-22T20:27:49.228520685Z,01HW3P0871DNEMJ9YD7B6RN3B8,2024-04-22T20:27:49.228520685Z,45,2024-04-22T20:28:01.281348115Z,68,2024-04-22T20:28:01.292439283Z,true,2024-04-22T20:28:01.448939824Z
01HW3QWKKP7PZA6X3ZFASQQH39,01HW3QS02YS306X2SH5GF135MG,2024-04-22T20:27:49.238224633Z,01HW3QS06MQN6WQBZTYVA7YJ0B,2024-04-22T20:27:49.238224633Z,01HW3QMDKBMXC7W9YNVEQ3XZQA,2024-04-22T20:27:49.238224633Z,01HW3P086E789T0AZ585V5ZQ95,2024-04-22T20:27:49.238224633Z,01HW3P0871DNEMJ9YD7B6RN3B8,2024-04-22T20:27:49.238224633Z,78,2024-04-22T20:28:01.349667963Z,90,2024-04-22T20:28:01.340937259Z,true,2024-04-22T20:28:01.345215483Z
01HW3QWSDY0JFH9AY5V4MSHNVE,01HW3QQ2DS6BJ21PHP3M0G60PH,2024-04-22T20:27:55.198677399Z,01HW3QQ2KV3Y2EXS3T786JDHQZ,2024-04-22T20:27:55.198677399Z,01HW3QEFR9Q1ESMF9XWFHY2YFZ,2024-04-22T20:27:55.198677399Z,01HW3QBNA4F8HTVNXSMY3HVMF9,2024-04-22T20:27:55.198677399Z,01HW3QBNAKC288GF6W7C58AV9S,2024-04-22T20:27:55.198677399Z,47,2024-04-22T20:28:05.652596491Z,51,2024-04-22T20:28:05.658561847Z,true,2024-04-22T20:28:05.815339673Z
01HW3QWSE9GP8PZYH2097TMA62,01HW3QQ2DS6BJ21PHP3M0G60PH,2024-04-22T20:27:55.209354787Z,01HW3QQ2KV3Y2EXS3T786JDHQZ,2024-04-22T20:27:55.209354787Z,01HW3QESG0NQF8P0NQKEZRKY73,2024-04-22T20:27:55.209354787Z,01HW3QBNA4F8HTVNXSMY3HVMF9,2024-04-22T20:27:55.209354787Z,01HW3QBNAKC288GF6W7C58AV9S,2024-04-22T20:27:55.209354787Z,38,2024-04-22T20:28:19.184685395Z,52,2024-04-22T20:28:19.19044678Z,true,2024-04-22T20:28:19.206108576Z
01HW3QWSEN7S6WR3KHNVHPS61J,01HW3QQ2DS6BJ21PHP3M0G60PH,2024-04-22T20:27:55.221583877Z,01HW3QQ2KV3Y2EXS3T786JDHQZ,2024-04-22T20:27:55.221583877Z,01HW3QJ8N7PSM0PF7SJ8JSDVR8,2024-04-22T20:27:55.221583877Z,01HW3QBNA4F8HTVNXSMY3HVMF9,2024-04-22T20:27:55.221583877Z,01HW3QBNAKC288GF6W7C58AV9S,2024-04-22T20:27:55.221583877Z,45,2024-04-22T20:28:05.381657212Z,68,2024-04-22T20:28:05.3778584Z,true,2024-04-22T20:28:05.402835277Z
01HW3QWSF3NYY5CEC53AXZEK0M,01HW3QQ2DS6BJ21PHP3M0G60PH,2024-04-22T20:27:55.235255166Z,01HW3QQ2KV3Y2EXS3T786JDHQZ,2024-04-22T20:27:55.235255166Z,01HW3QJJBT4VFZZ2RF5HSJ6NQX,2024-04-22T20:27:55.235255166Z,01HW3QBNA4F8HTVNXSMY3HVMF9,2024-04-22T20:27:55.235255166Z,01HW3QBNAKC288GF6W7C58AV9S,2024-04-22T20:27:55.235255166Z,30,2024-04-22T20:28:13.511853332Z,52,2024-04-22T20:28:13.507387491Z,true,2024-04-22T20:28:13.526646781Z
01HW3QXB7XMK9GAJRKJNT2A0X8,01HW3QNTXV4Q7N4JCH42XXESXZ,2024-04-22T20:28:13.437383617Z,01HW3QNV2XAAW8SNBWVCPTR5AW,2024-04-22T20:28:13.437383617Z,01HW3QG3SG2T5TCZKERDEG2KZ8,2024-04-22T20:28:13.437383617Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:28:13.437383617Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:28:13.437383617Z,57,2024-04-22T20:28:32.76691945Z,82,2024-04-22T20:28:32.771900275Z,true,2024-04-22T20:28:32.783776031Z
01HW3QXB86VSVZTM6HKPS88QQX,01HW3QNTXV4Q7N4JCH42XXESXZ,2024-04-22T20:28:13.446323234Z,01HW3QNV2XAAW8SNBWVCPTR5AW,2024-04-22T20:28:13.446323234Z,01HW3QJEEKWJ6KN1BBK6CM960A,2024-04-22T20:28:13.446323234Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:28:13.446323234Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:28:13.446323234Z,42,2024-04-22T20:28:21.192812913Z,34,2024-04-22T20:28:21.196524429Z,true,2024-04-22T20:28:21.182351523Z
01HW3QXB8F7HRPRARSFFS4Q3ZT,01HW3QNTXV4Q7N4JCH42XXESXZ,2024-04-22T20:28:13.45508649Z,01HW3QNV2XAAW8SNBWVCPTR5AW,2024-04-22T20:28:13.45508649Z,01HW3QJRYJ8EPTFR116EYB23Y1,2024-04-22T20:28:13.45508649Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:28:13.45508649Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:28:13.45508649Z,65,2024-04-22T20:28:22.070975958Z,65,2024-04-22T20:28:22.075633104Z,true,2024-04-22T20:28:22.086907597Z
01HW3QXB8RKYHAJXCY9003X9FV,01HW3QNTXV4Q7N4JCH42XXESXZ,2024-04-22T20:28:13.464703036Z,01HW3QNV2XAAW8SNBWVCPTR5AW,2024-04-22T20:28:13.464703036Z,01HW3QKM87HM9EQMP0RHJ8P8M8,2024-04-22T20:28:13.464703036Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:28:13.464703036Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:28:13.464703036Z,45,2024-04-22T20:28:40.200982293Z,43,2024-04-22T20:28:40.210374867Z,true,2024-04-22T20:28:40.223010754Z
01HW3QXDBRHQ9J4EK6QAEMY1JM,01HW3QS02T396RH8ET0Z4EBZCP,2024-04-22T20:28:15.608860028Z,01HW3QS0AYY7H7VTR2WAKAC0SC,2024-04-22T20:28:15.608860028Z,01HW3QG33P9GJ01WCWEAZS48BJ,2024-04-22T20:28:15.608860028Z,01HW3P086E789T0AZ585V5ZQ95,2024-04-22T20:28:15.608860028Z,01HW3P0871DNEMJ9YD7B6RN3B8,2024-04-22T20:28:15.608860028Z,22,2024-04-22T20:28:35.370283159Z,83,2024-04-22T20:28:35.374041901Z,true,2024-04-22T20:28:35.396194402Z
01HW3QXDCA37D08BWYZCTS9VNF,01HW3QS02T396RH8ET0Z4EBZCP,2024-04-22T20:28:15.626789063Z,01HW3QS0AYY7H7VTR2WAKAC0SC,2024-04-22T20:28:15.626789063Z,01HW3QHNNGQ3969BS5PQJVJ1S7,2024-04-22T20:28:15.626789063Z,01HW3P086E789T0AZ585V5ZQ95,2024-04-22T20:28:15.626789063Z,01HW3P0871DNEMJ9YD7B6RN3B8,2024-04-22T20:28:15.626789063Z,13,2024-04-22T20:28:28.369357692Z,97,2024-04-22T20:28:28.374487694Z,true,2024-04-22T20:28:28.393023623Z
01HW3QXDCTBAVD5GD9GW4P2P8Y,01HW3QS02T396RH8ET0Z4EBZCP,2024-04-22T20:28:15.64295459Z,01HW3QS0AYY7H7VTR2WAKAC0SC,2024-04-22T20:28:15.64295459Z,01HW3QJFJ5YFDB23GV745PD9T9,2024-04-22T20:28:15.64295459Z,01HW3P086E789T0AZ585V5ZQ95,2024-04-22T20:28:15.64295459Z,01HW3P0871DNEMJ9YD7B6RN3B8,2024-04-22T20:28:15.64295459Z,52,2024-04-22T20:28:36.762205547Z,38,2024-04-22T20:28:36.757449137Z,true,2024-04-22T20:28:36.774432814Z
01HW3QXDD68ZYTEK8J8EV8H4AP,01HW3QS02T396RH8ET0Z4EBZCP,2024-04-22T20:28:15.654410496Z,01HW3QS0AYY7H7VTR2WAKAC0SC,2024-04-22T20:28:15.654410496Z,01HW3QMDKBMXC7W9YNVEQ3XZQA,2024-04-22T20:28:15.654410496Z,01HW3P086E789T0AZ585V5ZQ95,2024-04-22T20:28:15.654410496Z,01HW3P0871DNEMJ9YD7B6RN3B8,2024-04-22T20:28:15.654410496Z,79,2024-04-22T20:28:23.275264729Z,85,2024-04-22T20:28:23.280481654Z,true,2024-04-22T20:28:23.292925567Z
01HW3QXH1TM4Y2EJ5ZT02MFYAT,01HW3QQ2E3J070Q6KXAFKQHW4D,2024-04-22T20:28:19.386050325Z,01HW3QQ2ND8S2P7FSEAPKV5V3N,2024-04-22T20:28:19.386050325Z,01HW3QEFR9Q1ESMF9XWFHY2YFZ,2024-04-22T20:28:19.386050325Z,01HW3QBNA4F8HTVNXSMY3HVMF9,2024-04-22T20:28:19.386050325Z,01HW3QBNAKC288GF6W7C58AV9S,2024-04-22T20:28:19.386050325Z,65,2024-04-22T20:28:28.939906389Z,75,2024-04-22T20:28:28.949639105Z,true,2024-04-22T20:28:29.107669048Z
01HW3QXH25GRB7PMMJBAR45C5D,01HW3QQ2E3J070Q6KXAFKQHW4D,2024-04-22T20:28:19.397447458Z,01HW3QQ2ND8S2P7FSEAPKV5V3N,2024-04-22T20:28:19.397447458Z,01HW3QESG0NQF8P0NQKEZRKY73,2024-04-22T20:28:19.397447458Z,01HW3QBNA4F8HTVNXSMY3HVMF9,2024-04-22T20:28:19.397447458Z,01HW3QBNAKC288GF6W7C58AV9S,2024-04-22T20:28:19.397447458Z,27,2024-04-22T20:28:46.497047498Z,43,2024-04-22T20:28:46.501134089Z,true,2024-04-22T20:28:46.513289157Z
01HW3QXH2GXB41RQT3XW8ZM3TE,01HW3QQ2E3J070Q6KXAFKQHW4D,2024-04-22T20:28:19.408135981Z,01HW3QQ2ND8S2P7FSEAPKV5V3N,2024-04-22T20:28:19.408135981Z,01HW3QJ8N7PSM0PF7SJ8JSDVR8,2024-04-22T20:28:19.408135981Z,01HW3QBNA4F8HTVNXSMY3HVMF9,2024-04-22T20:28:19.408135981Z,01HW3QBNAKC288GF6W7C58AV9S,2024-04-22T20:28:19.408135981Z,38,2024-04-22T20:28:26.227406496Z,83,2024-04-22T20:28:26.208409329Z,true,2024-04-22T20:28:26.216894638Z
01HW3QXH2VKFXN7P3DQCSA7AKF,01HW3QQ2E3J070Q6KXAFKQHW4D,2024-04-22T20:28:19.419123545Z,01HW3QQ2ND8S2P7FSEAPKV5V3N,2024-04-22T20:28:19.419123545Z,01HW3QJJBT4VFZZ2RF5HSJ6NQX,2024-04-22T20:28:19.419123545Z,01HW3QBNA4F8HTVNXSMY3HVMF9,2024-04-22T20:28:19.419123545Z,01HW3QBNAKC288GF6W7C58AV9S,2024-04-22T20:28:19.419123545Z,59,2024-04-22T20:28:41.050602037Z,32,2024-04-22T20:28:41.068057165Z,true,2024-04-22T20:28:41.079865506Z
01HW3PDW36S3YQ01V3HJDZCJ8S,01HW3PDVJ8FWBB2P2RKAG5HMCK,2024-04-22T20:02:17.832888645Z,01HW3PDVNTP6F2P8YJ0G43X90M,2024-04-22T20:02:17.832888645Z,01HW3P2XW8QFHVJWC9TZJBARSJ,2024-04-22T20:02:17.832888645Z,01HW3P173J50NZHDPVMGM7JDN5,2024-04-22T20:02:17.832888645Z,01HW3P173ZXEK1M8YGPFDKAETQ,2024-04-22T20:02:17.832888645Z,,,,,,
01HW3PDW3E0HK4P1GPZ668WHRB,01HW3PDVJ8FWBB2P2RKAG5HMCK,2024-04-22T20:02:17.83824979Z,01HW3PDVNTP6F2P8YJ0G43X90M,2024-04-22T20:02:17.83824979Z,01HW3P31M1A3PJ2TS814G595E0,2024-04-22T20:02:17.83824979Z,01HW3P173J50NZHDPVMGM7JDN5,2024-04-22T20:02:17.83824979Z,01HW3P173ZXEK1M8YGPFDKAETQ,2024-04-22T20:02:17.83824979Z,,,,,,
01HW3PDW3KES91S0QZGJ1ABJ3M,01HW3PDVJ8FWBB2P2RKAG5HMCK,2024-04-22T20:02:17.843975239Z,01HW3PDVNTP6F2P8YJ0G43X90M,2024-04-22T20:02:17.843975239Z,01HW3P66GSH8NBTRMRDM3MPBFT,2024-04-22T20:02:17.843975239Z,01HW3P173J50NZHDPVMGM7JDN5,2024-04-22T20:02:17.843975239Z,01HW3P173ZXEK1M8YGPFDKAETQ,2024-04-22T20:02:17.843975239Z,,,,,,
01HW3PDW3RKT58SC72Z02ZGK5Y,01HW3PDVJ8FWBB2P2RKAG5HMCK,2024-04-22T20:02:17.848079549Z,01HW3PDVNTP6F2P8YJ0G43X90M,2024-04-22T20:02:17.848079549Z,01HW3PAKJ9PT24JEQWG59ZRQ14,2024-04-22T20:02:17.848079549Z,01HW3P173J50NZHDPVMGM7JDN5,2024-04-22T20:02:17.848079549Z,01HW3P173ZXEK1M8YGPFDKAETQ,2024-04-22T20:02:17.848079549Z,69,2024-04-22T20:02:41.963700819Z,77,2024-04-22T20:02:41.972129417Z,true,2024-04-22T20:02:42.069969438Z
01HW3PESG0RY67PA1EJ6H30C13,01HW3PDVJH777HQK4E83NGYF7V,2024-04-22T20:02:47.936883863Z,01HW3PDVQY1YW9YND248PQ1YT5,2024-04-22T20:02:47.936883863Z,01HW3P2XW8QFHVJWC9TZJBARSJ,2024-04-22T20:02:47.936883863Z,01HW3P173J50NZHDPVMGM7JDN5,2024-04-22T20:02:47.936883863Z,01HW3P173ZXEK1M8YGPFDKAETQ,2024-04-22T20:02:47.936883863Z,,,,,,
01HW3PESG5M7V90F3MS7JQYMZQ,01HW3PDVJH777HQK4E83NGYF7V,2024-04-22T20:02:47.941512675Z,01HW3PDVQY1YW9YND248PQ1YT5,2024-04-22T20:02:47.941512675Z,01HW3P31M1A3PJ2TS814G595E0,2024-04-22T20:02:47.941512675Z,01HW3P173J50NZHDPVMGM7JDN5,2024-04-22T20:02:47.941512675Z,01HW3P173ZXEK1M8YGPFDKAETQ,2024-04-22T20:02:47.941512675Z,,,,,,
01HW3PESGAZK7TDH2982ZDF436,01HW3PDVJH777HQK4E83NGYF7V,2024-04-22T20:02:47.946325964Z,01HW3PDVQY1YW9YND248PQ1YT5,2024-04-22T20:02:47.946325964Z,01HW3P66GSH8NBTRMRDM3MPBFT,2024-04-22T20:02:47.946325964Z,01HW3P173J50NZHDPVMGM7JDN5,2024-04-22T20:02:47.946325964Z,01HW3P173ZXEK1M8YGPFDKAETQ,2024-04-22T20:02:47.946325964Z,,,,,,
