id,gameID,gameIDLastChangedAt,urlParams,urlParamsLastChangedAt,intro,introLastChangedAt,name,nameLastChangedAt,participantID,participantIDLastChangedAt,ended,endedLastChangedAt,introDone,introDoneLastChangedAt,recipient,recipientLastChangedAt,exitSurvey,exitSurveyLastChangedAt,treatment,treatmentLastChangedAt,exitStep,exitStepLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,treatmentName,treatmentNameLastChangedAt,emojiArray,emojiArrayLastChangedAt
01HW3C78P6PB8ZCR3G55511GKP,01HW3BN3J4VDGERJNSDFPH4ZPD,2024-04-22T17:03:55.599354687Z,{},2024-04-22T17:03:55.755112624Z,4,2024-04-22T17:06:07.346628746Z,player 1,2024-04-22T17:08:08.640136881Z,01HW3C78C6CARZW8A4F99AV65N,2024-04-22T17:03:55.590337995Z,game ended,2024-04-22T17:17:13.266125851Z,true,2024-04-22T17:06:10.058718918Z,01HW3C8MMWN3X9FVBHJD3KSBFZ,2024-04-22T17:16:34.668221441Z,"{""age"":""28"",""gender"":""Female"",""strength"":""Mid"",""fair"":""Yes"",""feedback"":""Loading time was very long and at one point it stopped working. "",""education"":""bachelor"",""teammates"":""Yes"",""notes"":""Yes"",""politics"":""Conservative"",""geo"":""Canadian"",""ethnicity"":""Asian""}",2024-04-22T17:45:24.236279559Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-22T17:03:55.599354687Z,1,2024-04-22T17:45:24.245838839Z,6505b50ed7c5c83fe3debcc1,2024-04-22T17:03:55.590337995Z,rerun-interactive- 0.7,2024-04-22T17:03:55.599354687Z,"[""🐇"",""🐿️"",""                                   ""]",2024-04-22T17:08:08.640136881Z
01HW3C8MMWN3X9FVBHJD3KSBFZ,01HW3BN3J4VDGERJNSDFPH4ZPD,2024-04-22T17:04:40.613266714Z,{},2024-04-22T17:04:40.934579177Z,4,2024-04-22T17:08:01.65669767Z,player 2,2024-04-22T17:08:08.640136881Z,01HW3C8M02XD0EFGM1V5YW7CKH,2024-04-22T17:04:40.604686095Z,game ended,2024-04-22T17:17:13.266125851Z,true,2024-04-22T17:08:04.839007171Z,01HW3CAK762YQFDSY2K7KQKQWW,2024-04-22T17:16:34.668221441Z,"{""age"":""31"",""gender"":""male"",""strength"":""unsure"",""fair"":""yes"",""feedback"":""none"",""education"":""other"",""teammates"":""yes"",""notes"":""no"",""politics"":""middle"",""geo"":""na"",""ethnicity"":""mixed""}",2024-04-22T17:18:09.901877309Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-22T17:04:40.613266714Z,1,2024-04-22T17:18:09.90616367Z,5ce9761ed439ae001a596488,2024-04-22T17:04:40.604686095Z,rerun-interactive- 0.7,2024-04-22T17:04:40.613266714Z,"[""🐿️"",""🐇"",""🐇"",""                                   "",""🐇""]",2024-04-22T17:08:08.640136881Z
01HW3CAK762YQFDSY2K7KQKQWW,01HW3BN3J4VDGERJNSDFPH4ZPD,2024-04-22T17:05:44.686042253Z,{},2024-04-22T17:05:45.076737123Z,4,2024-04-22T17:07:43.674802082Z,player 3,2024-04-22T17:08:08.640136881Z,01HW3CAJC728XB0RVP3QJCXVFJ,2024-04-22T17:05:44.678746727Z,game ended,2024-04-22T17:17:13.266125851Z,true,2024-04-22T17:07:46.490906222Z,01HW3CCQMKGA0ZNVQ0K46FFDHD,2024-04-22T17:16:34.668221441Z,"{""age"":""43"",""gender"":""Female"",""strength"":""just telling the truth"",""fair"":""yes"",""feedback"":"""",""education"":""master"",""teammates"":""yes"",""notes"":""no"",""politics"":"""",""geo"":"""",""ethnicity"":""""}",2024-04-22T17:18:11.27558496Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-22T17:05:44.686042253Z,1,2024-04-22T17:18:11.285472637Z,613df5508746d79763156bd4,2024-04-22T17:05:44.678746727Z,rerun-interactive- 0.7,2024-04-22T17:05:44.686042253Z,"[""🐿️"",""🐿️"",""                                   "",""🐇"",""🐇""]",2024-04-22T17:08:08.640136881Z
01HW3CBXDS0A1BKGAFR928D9FQ,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:08:08.512273553Z,{},2024-04-22T17:06:28.067888885Z,4,2024-04-22T17:08:28.211339647Z,player 1,2024-04-22T17:11:55.83148087Z,01HW3CBX30ZHPS81HCNHBMR7KH,2024-04-22T17:06:27.897970558Z,game ended,2024-04-22T17:22:10.283650061Z,true,2024-04-22T17:08:31.326681803Z,01HW3CCA5MB57DXV9XT11XQP92,2024-04-22T17:21:23.391125159Z,"{""age"":""30"",""gender"":""Male"",""strength"":""Keeping an accurate tally of the total critters"",""fair"":""Yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""I think so, the numbers were always consistent"",""notes"":""Yes, I kept a tally of the numbers I was given"",""politics"":""NA"",""geo"":""NA"",""ethnicity"":""White""}",2024-04-22T17:23:05.239199568Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-22T17:08:08.512273553Z,1,2024-04-22T17:23:05.238490193Z,60ec714bee59559a1940e732,2024-04-22T17:06:27.897970558Z,rerun-interactive- 0.7,2024-04-22T17:08:08.512273553Z,"[""                                   "",""🐿️"",""🐿️"",""🐿️"",""🐇"",""🐿️""]",2024-04-22T17:11:55.83148087Z
01HW3CCA5MB57DXV9XT11XQP92,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:08:08.512273553Z,{},2024-04-22T17:06:41.090591295Z,4,2024-04-22T17:08:42.385531571Z,player 2,2024-04-22T17:11:55.83148087Z,01HW3CC9X0ZZB7THTBAK1TZTE2,2024-04-22T17:06:40.948061396Z,game ended,2024-04-22T17:22:10.283650061Z,true,2024-04-22T17:08:52.28591596Z,01HW3CF5SN0PC468PRSR7YPST7,2024-04-22T17:21:23.391125159Z,"{""age"":""25"",""gender"":""Male"",""strength"":""My strength was my notebook"",""fair"":""Yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""I believe so"",""notes"":""Yes"",""politics"":""Left"",""geo"":""Canada"",""ethnicity"":""White""}",2024-04-22T17:23:00.014510097Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-22T17:08:08.512273553Z,1,2024-04-22T17:23:00.015097816Z,595d3824fe4a4700017a0777,2024-04-22T17:06:40.948061396Z,rerun-interactive- 0.7,2024-04-22T17:08:08.512273553Z,"[""🐇"",""🐿️"",""                                   "",""🐇""]",2024-04-22T17:11:55.83148087Z
01HW3CCQMKGA0ZNVQ0K46FFDHD,01HW3BN3J4VDGERJNSDFPH4ZPD,2024-04-22T17:06:54.748045654Z,{},2024-04-22T17:06:55.046916498Z,4,2024-04-22T17:08:05.785486152Z,player 4,2024-04-22T17:08:08.640136881Z,01HW3CCQ1VDA27XJQ70KHT6HTS,2024-04-22T17:06:54.739090023Z,game ended,2024-04-22T17:17:13.266125851Z,true,2024-04-22T17:08:08.48994129Z,01HW3C78P6PB8ZCR3G55511GKP,2024-04-22T17:16:34.668221441Z,"{""age"":""31"",""gender"":""male"",""strength"":""just looking at the screen"",""fair"":""yes"",""feedback"":""no"",""education"":""high-school"",""teammates"":""no and no"",""notes"":""no"",""politics"":""conservative`"",""geo"":""UK"",""ethnicity"":""white""}",2024-04-22T17:18:34.887986809Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-22T17:06:54.748045654Z,1,2024-04-22T17:18:34.889122709Z,6346a13ca0ec42b6a54e5b27,2024-04-22T17:06:54.739090023Z,rerun-interactive- 0.7,2024-04-22T17:06:54.748045654Z,"[""                                   "",""🐇"",""🐇"",""🐿️"",""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""🐿️"",""🐇""]",2024-04-22T17:08:08.640136881Z
01HW3CF5SN0PC468PRSR7YPST7,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:08:14.780819885Z,{},2024-04-22T17:08:15.21561771Z,4,2024-04-22T17:10:06.858473622Z,player 3,2024-04-22T17:11:55.83148087Z,01HW3CF4YPZ90NZANGCCB1Z997,2024-04-22T17:08:14.773936173Z,game ended,2024-04-22T17:22:10.283650061Z,true,2024-04-22T17:10:11.003802755Z,01HW3CGDPCQZNJJ4AFTS2910QB,2024-04-22T17:21:23.391125159Z,"{""age"":""44"",""gender"":""malle"",""strength"":""fine"",""fair"":""just about"",""feedback"":""no issues"",""education"":""high-school"",""teammates"":""yes, they were truthful"",""notes"":""no"",""politics"":""center"",""geo"":""uk"",""ethnicity"":""white""}",2024-04-22T17:23:01.081526657Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-22T17:08:14.780819885Z,1,2024-04-22T17:23:01.078584385Z,595b93cde11c9d0001522564,2024-04-22T17:08:14.773936173Z,rerun-interactive- 0.7,2024-04-22T17:08:14.780819885Z,"[""                                   "",""🐇"",""🐇""]",2024-04-22T17:11:55.83148087Z
01HW3CGDPCQZNJJ4AFTS2910QB,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:08:55.640383861Z,{},2024-04-22T17:08:55.959664233Z,4,2024-04-22T17:11:46.571505558Z,player 4,2024-04-22T17:11:55.83148087Z,01HW3CGD0XT2CRKHSSEK8AYEJ6,2024-04-22T17:08:55.628700967Z,game ended,2024-04-22T17:22:10.283650061Z,true,2024-04-22T17:11:55.754106722Z,01HW3CBXDS0A1BKGAFR928D9FQ,2024-04-22T17:21:23.391125159Z,"{""age"":""20"",""gender"":""Male"",""strength"":""I was pretty good after the first 5 rounds"",""fair"":""Yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""I think I had good teammates"",""notes"":""Yes"",""politics"":""Central"",""geo"":""London"",""ethnicity"":""Black british""}",2024-04-22T17:23:33.696707002Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-22T17:08:55.640383861Z,1,2024-04-22T17:23:33.695918854Z,62c6d709ff9059d14bf7742c,2024-04-22T17:08:55.628700967Z,rerun-interactive- 0.7,2024-04-22T17:08:55.640383861Z,"[""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""                                   "",""🐇"",""🐇"",""🐿️"",""🐇""]",2024-04-22T17:11:55.83148087Z
01HW3CGPBA9DK9AXA35NX4BF6J,01HW3DA4CBP301BWVC26NH2DSP,2024-04-22T17:53:02.746785322Z,{},2024-04-22T17:09:04.816284168Z,2,2024-04-22T17:11:17.689237766Z,,,01HW3CGNPGJWN27DNGAXYT1JQB,2024-04-22T17:09:04.490155233Z,game terminated,2024-04-22T17:53:05.650922455Z,,,,,"{""age"":""39"",""gender"":""F"",""strength"":""I think I was honest in telling other team mates what animals I could see"",""fair"":""Not at all"",""feedback"":""None at the moment"",""education"":""master"",""teammates"":""I hope so!"",""notes"":""nope"",""politics"":""Left"",""geo"":""Italian"",""ethnicity"":""Italian""}",2024-04-22T17:13:23.350987578Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-22T17:53:02.746785322Z,1,2024-04-22T17:13:23.506402512Z,60dd1717e164e6d439700cea,2024-04-22T17:09:04.490155233Z,rerun-interactive- 0.7,2024-04-22T17:53:02.746785322Z,,
01HW3D811NQ3YZ0PCGP1VZCGK9,01HW3D40ZWG9YJGV30X9RFTN8K,2024-04-22T17:21:49.116368904Z,{},2024-04-22T17:21:49.27895108Z,4,2024-04-22T17:25:02.883610237Z,player 1,2024-04-22T17:29:43.67713676Z,01HW3D80Q7BVWY4NKQXJCFWV3Q,2024-04-22T17:21:49.10926084Z,game ended,2024-04-22T17:41:14.703869436Z,true,2024-04-22T17:25:30.242348783Z,01HW3DDD7030WQXDJNQH1Z2AYG,2024-04-22T17:40:14.536727882Z,"{""age"":""35"",""gender"":""Male"",""strength"":""I belive i did well. "",""fair"":""Sure"",""feedback"":""I wasnt sure if we are looking to the same yard and can people see the same animals at the same time. "",""education"":""bachelor"",""teammates"":""I am sure i didn't speak with 12 different people. "",""notes"":""Most of it yeah."",""politics"":""Left"",""geo"":""Canada"",""ethnicity"":""Middle-Eastern""}",2024-04-22T17:43:31.665170528Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-22T17:21:49.116368904Z,1,2024-04-22T17:43:31.666631384Z,65282bdb811fc3022082c8fe,2024-04-22T17:21:49.10926084Z,rerun-interactive- 0.7,2024-04-22T17:21:49.116368904Z,"[""🐿️"",""🐇"",""🐇"",""🐇"",""                                   "",""🐇"",""🐇"",""🐿️"",""🐇""]",2024-04-22T17:29:43.67713676Z
01HW3DDD7030WQXDJNQH1Z2AYG,01HW3D40ZWG9YJGV30X9RFTN8K,2024-04-22T17:24:45.416952022Z,{},2024-04-22T17:24:45.736728503Z,4,2024-04-22T17:29:14.295993652Z,player 2,2024-04-22T17:29:43.67713676Z,01HW3DDCAK690TYVAFXJVW9Q9G,2024-04-22T17:24:45.408392415Z,game ended,2024-04-22T17:41:14.703869436Z,true,2024-04-22T17:29:40.210404374Z,01HW3DEN97NJGN6JMN892S1S92,2024-04-22T17:40:14.536727882Z,"{""age"":""59"",""gender"":""female"",""strength"":""OK"",""fair"":""Yes"",""feedback"":""I had two small rectangular boxes and no animals in every picture. I'm guessing this is a fault."",""education"":""high-school"",""teammates"":""Yes"",""notes"":""Yes"",""politics"":""right of center"",""geo"":""United Kingdom"",""ethnicity"":""white""}",2024-04-22T17:43:33.72247055Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-22T17:24:45.416952022Z,1,2024-04-22T17:43:33.717620205Z,59921d7bb83f800001a5e452,2024-04-22T17:24:45.408392415Z,rerun-interactive- 0.7,2024-04-22T17:24:45.416952022Z,"[""🐿️"",""                                   "",""🐿️""]",2024-04-22T17:29:43.67713676Z
01HW3DEN97NJGN6JMN892S1S92,01HW3D40ZWG9YJGV30X9RFTN8K,2024-04-22T17:25:26.445572019Z,{},2024-04-22T17:25:26.622195274Z,4,2024-04-22T17:29:41.201549071Z,player 3,2024-04-22T17:29:43.67713676Z,01HW3DEMY0YYE1AS8TZN8F0NC7,2024-04-22T17:25:26.439898908Z,game ended,2024-04-22T17:41:14.703869436Z,true,2024-04-22T17:29:43.584918032Z,01HW3DFG2N452WCWAZWSTRN9BZ,2024-04-22T17:40:14.536727882Z,"{""age"":""30"",""gender"":""Female"",""strength"":""Good"",""fair"":""yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""yes"",""notes"":""no"",""politics"":""Liberal"",""geo"":""Canadian"",""ethnicity"":""Canadian""}",2024-04-22T17:42:12.21509727Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-22T17:25:26.445572019Z,1,2024-04-22T17:42:12.216503964Z,652da7eff91582ce3e16ce9f,2024-04-22T17:25:26.439898908Z,rerun-interactive- 0.7,2024-04-22T17:25:26.445572019Z,"[""🐇"",""🐇"",""🐇"",""                                   "",""🐇"",""🐇"",""🐿️"",""🐇"",""🐇""]",2024-04-22T17:29:43.67713676Z
01HW3DFG2N452WCWAZWSTRN9BZ,01HW3D40ZWG9YJGV30X9RFTN8K,2024-04-22T17:25:53.887627557Z,{},2024-04-22T17:25:54.036794579Z,4,2024-04-22T17:27:44.328297336Z,player 4,2024-04-22T17:29:43.67713676Z,01HW3DFFRQ0VV91DS6FDEE3W3K,2024-04-22T17:25:53.877439538Z,game ended,2024-04-22T17:41:14.703869436Z,true,2024-04-22T17:27:59.256103371Z,01HW3D811NQ3YZ0PCGP1VZCGK9,2024-04-22T17:40:14.536727882Z,"{""age"":""31"",""gender"":""Male"",""strength"":""Figuring out the ratio by doing quick math in my head"",""fair"":""Yes"",""feedback"":""N/A other than slightly long waiting time to find others."",""education"":""other"",""teammates"":""I believe so, yes"",""notes"":""Yes"",""politics"":"""",""geo"":"""",""ethnicity"":""White""}",2024-04-22T17:42:12.554656298Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-22T17:25:53.887627557Z,1,2024-04-22T17:42:12.553301635Z,64ebf755e33fc07976a506ca,2024-04-22T17:25:53.877439538Z,rerun-interactive- 0.7,2024-04-22T17:25:53.887627557Z,"[""🐇"",""                                   "",""🐿️""]",2024-04-22T17:29:43.67713676Z
01HW3F9M6RVE5JRJ39MBHWRY2E,01HW3F1JCZ21S8AA1411ZE03N6,2024-04-22T17:57:38.658234652Z,{},2024-04-22T17:57:39.122297532Z,4,2024-04-22T18:00:48.903344979Z,player 1,2024-04-22T18:02:23.023151437Z,01HW3F9KDXD5HQF5ZCW2SJDBFA,2024-04-22T17:57:38.648088108Z,game ended,2024-04-22T18:12:03.576806459Z,true,2024-04-22T18:01:03.586028475Z,01HW3FC941BEQYNARHQJY1P5D0,2024-04-22T18:11:24.324989559Z,"{""age"":""40"",""gender"":""F"",""strength"":""I always told the truth and tried to get as much information from the other player as possible "",""fair"":""Yes definitely "",""feedback"":"""",""education"":""master"",""teammates"":"""",""notes"":""Yes"",""politics"":""Left"",""geo"":""Scottish "",""ethnicity"":""White ""}",2024-04-22T18:13:04.937902983Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T17:57:38.658234652Z,1,2024-04-22T18:13:04.941449744Z,5f8eeed471a1830af422d7a1,2024-04-22T17:57:38.648088108Z,rerun-interactive-0.3,2024-04-22T17:57:38.658234652Z,"[""🐇"",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""                                   "",""🐇""]",2024-04-22T18:02:23.023151437Z
01HW3FC941BEQYNARHQJY1P5D0,01HW3F1JCZ21S8AA1411ZE03N6,2024-04-22T17:59:05.623241582Z,{},2024-04-22T17:59:05.776343496Z,4,2024-04-22T18:02:15.408831488Z,player 2,2024-04-22T18:02:23.023151437Z,01HW3FC8TBBBY4MXCCEJA44YJE,2024-04-22T17:59:05.601784326Z,game ended,2024-04-22T18:12:03.576806459Z,true,2024-04-22T18:02:22.043450421Z,01HW3FE18113F59S79KFMKR284,2024-04-22T18:11:24.324989559Z,"{""age"":""22"",""gender"":""Female"",""strength"":""I think I was good."",""fair"":""yes, depending on the other player giving all the information or not"",""feedback"":"""",""education"":""bachelor"",""teammates"":""Sometimes, some players did not give the amount of squirrels, which makes it not possible to accuratly determine the proportion of rabbits."",""notes"":""yes, to keep track of the calculations and overall results"",""politics"":""Liberal"",""geo"":""Canadian"",""ethnicity"":""White""}",2024-04-22T18:14:40.766995186Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T17:59:05.623241582Z,1,2024-04-22T18:14:40.769735639Z,576c141ecef15b000137895a,2024-04-22T17:59:05.601784326Z,rerun-interactive-0.3,2024-04-22T17:59:05.623241582Z,"[""🐇"",""🐇"",""🐇"",""                                   "",""🐿️"",""🐇"",""🐿️"",""🐿️"",""🐿️"",""🐿️""]",2024-04-22T18:02:23.023151437Z
01HW3FDFZXHXQ4DTY191YTZ59F,01HW3F1HQ3R1NFNYJY9T7GBV94,2024-04-22T18:02:22.956011266Z,{},2024-04-22T17:59:45.59546264Z,4,2024-04-22T18:04:54.071827291Z,player 1,2024-04-22T18:05:05.236289017Z,01HW3FDFM03ZN6NESYHA17GZXE,2024-04-22T17:59:45.405715029Z,game ended,2024-04-22T18:16:44.463852796Z,true,2024-04-22T18:05:05.161430916Z,01HW3FEYK51MK4S9TZ50DE3N3C,2024-04-22T18:15:44.220361625Z,"{""age"":""32"",""gender"":""female"",""strength"":""None"",""fair"":""yes"",""feedback"":""The timer was too quick and I missed a few things"",""education"":""bachelor"",""teammates"":""No "",""notes"":""I took mental notes "",""politics"":""Liberal"",""geo"":""Canadian"",""ethnicity"":""Canadian""}",2024-04-22T18:17:46.445295472Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:02:22.956011266Z,1,2024-04-22T18:17:46.453466155Z,60fecc9e1d1d3a70b2e4507a,2024-04-22T17:59:45.405715029Z,rerun-interactive-0.3,2024-04-22T18:02:22.956011266Z,"[""🐿️"",""🐿️"",""                                   "",""🐇"",""🐇"",""🐇"",""🐿️"",""🐿️""]",2024-04-22T18:05:05.236289017Z
01HW3FE18113F59S79KFMKR284,01HW3F1JCZ21S8AA1411ZE03N6,2024-04-22T18:00:03.085085448Z,{},2024-04-22T18:00:03.25676162Z,4,2024-04-22T18:01:39.990639244Z,player 3,2024-04-22T18:02:23.023151437Z,01HW3FE0X9C8R5NV5QCMKTD3GC,2024-04-22T18:00:03.073588935Z,game ended,2024-04-22T18:12:03.576806459Z,true,2024-04-22T18:01:43.65829662Z,01HW3FERBJ46S6J69VC1FVKWG8,2024-04-22T18:11:24.324989559Z,"{""age"":""23"",""gender"":""female "",""strength"":"""",""fair"":""i didn’t see rabbits"",""feedback"":"""",""education"":""master"",""teammates"":""idk \n"",""notes"":""yes"",""politics"":""left"",""geo"":""USA"",""ethnicity"":""white""}",2024-04-22T18:12:49.622018768Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:00:03.085085448Z,1,2024-04-22T18:12:49.623602139Z,63d1592077a31cb02e861bea,2024-04-22T18:00:03.073588935Z,rerun-interactive-0.3,2024-04-22T18:00:03.085085448Z,"[""                                   "",""🐿️"",""🐿️"",""🐿️""]",2024-04-22T18:02:23.023151437Z
01HW3FERBJ46S6J69VC1FVKWG8,01HW3F1JCZ21S8AA1411ZE03N6,2024-04-22T18:00:26.746996278Z,{},2024-04-22T18:00:27.203978057Z,4,2024-04-22T18:02:18.503081795Z,player 4,2024-04-22T18:02:23.023151437Z,01HW3FEQR3DDRPMFWGMXZTX1JS,2024-04-22T18:00:26.738722464Z,game ended,2024-04-22T18:12:03.576806459Z,true,2024-04-22T18:02:22.943028297Z,01HW3F9M6RVE5JRJ39MBHWRY2E,2024-04-22T18:11:24.324989559Z,"{""age"":""47"",""gender"":""male"",""strength"":""Fractions"",""fair"":""Yes"",""feedback"":""A very interesting and fun study"",""education"":""master"",""teammates"":""I can only trust that they were"",""notes"":""Yes"",""politics"":""Right"",""geo"":""England"",""ethnicity"":""White""}",2024-04-22T18:13:07.467465066Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:00:26.746996278Z,1,2024-04-22T18:13:07.465199237Z,5c82f2e2d6a4d0000164091e,2024-04-22T18:00:26.738722464Z,rerun-interactive-0.3,2024-04-22T18:00:26.746996278Z,"[""                                   "",""🐿️"",""🐿️""]",2024-04-22T18:02:23.023151437Z
01HW3FEYK51MK4S9TZ50DE3N3C,01HW3F1HQ3R1NFNYJY9T7GBV94,2024-04-22T18:02:22.956011266Z,{},2024-04-22T18:00:33.323024679Z,4,2024-04-22T18:04:38.447316337Z,player 2,2024-04-22T18:05:05.236289017Z,01HW3FEY6X9VTNGVN81JQQP1C9,2024-04-22T18:00:33.12603526Z,game ended,2024-04-22T18:16:44.463852796Z,true,2024-04-22T18:04:57.543808559Z,01HW3FFCBPP7Y4QHVNS6824183,2024-04-22T18:15:44.220361625Z,"{""age"":""21"",""gender"":""M"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""bachelor"",""teammates"":""They seemed truthful"",""notes"":""Yes"",""politics"":""Leaft"",""geo"":""Canadian"",""ethnicity"":""White""}",2024-04-22T18:17:43.566149136Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:02:22.956011266Z,1,2024-04-22T18:17:43.573356724Z,65254e8a7ab8bacfdf2f366e,2024-04-22T18:00:33.12603526Z,rerun-interactive-0.3,2024-04-22T18:02:22.956011266Z,"[""🐿️"",""🐇"",""                                   ""]",2024-04-22T18:05:05.236289017Z
01HW3FFCBPP7Y4QHVNS6824183,01HW3F1HQ3R1NFNYJY9T7GBV94,2024-04-22T18:02:22.956011266Z,{},2024-04-22T18:00:47.42268933Z,4,2024-04-22T18:04:26.037035868Z,player 3,2024-04-22T18:05:05.236289017Z,01HW3FFBX6DX8YAX63FJ616WDS,2024-04-22T18:00:47.222882797Z,game ended,2024-04-22T18:16:44.463852796Z,true,2024-04-22T18:04:55.965672188Z,01HW3FHA5Z5WA2KTDSEXAK8BAV,2024-04-22T18:15:44.220361625Z,"{""age"":""35"",""gender"":""F"",""strength"":""really bad"",""fair"":""no"",""feedback"":"""",""education"":""bachelor"",""teammates"":""no"",""notes"":"""",""politics"":"""",""geo"":"""",""ethnicity"":""""}",2024-04-22T18:18:03.037018738Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:02:22.956011266Z,1,2024-04-22T18:18:03.041755615Z,652dd0987e5db7a9f62d6807,2024-04-22T18:00:47.222882797Z,rerun-interactive-0.3,2024-04-22T18:02:22.956011266Z,"[""🐇"",""🐿️"",""                                   "",""🐇"",""🐿️"",""🐿️"",""🐿️""]",2024-04-22T18:05:05.236289017Z
01HW3FHA5Z5WA2KTDSEXAK8BAV,01HW3F1HQ3R1NFNYJY9T7GBV94,2024-04-22T18:01:50.539089688Z,{},2024-04-22T18:01:50.706510712Z,4,2024-04-22T18:04:03.463349222Z,player 4,2024-04-22T18:05:05.236289017Z,01HW3FH9SDM0ZF3BGZM2B4FH3T,2024-04-22T18:01:50.527383004Z,game ended,2024-04-22T18:16:44.463852796Z,true,2024-04-22T18:04:49.887594862Z,01HW3FDFZXHXQ4DTY191YTZ59F,2024-04-22T18:15:44.220361625Z,"{""age"":""40"",""gender"":""female"",""strength"":""I felt like it is measuring is the person capable and stick what they see in a picture, or this person is being affected by others "",""fair"":""Yes"",""feedback"":""I have not seen any problem "",""education"":""bachelor"",""teammates"":""No, All the answers were different what I have seen"",""notes"":""No, I have assumed one of the neighbor only saying what they heard, but did not seemed applicable "",""politics"":""liberal"",""geo"":""canada"",""ethnicity"":""white""}",2024-04-22T18:19:10.696038772Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:01:50.539089688Z,1,2024-04-22T18:19:10.70298941Z,652450c48e576172e7f00c1a,2024-04-22T18:01:50.527383004Z,rerun-interactive-0.3,2024-04-22T18:01:50.539089688Z,"[""                                   "",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐿️""]",2024-04-22T18:05:05.236289017Z
01HW3FM3NYGJAJ5WW4KSHV9G40,01HW3F1EW811P84BDE1G3TNQHW,2024-04-22T18:19:49.039769995Z,{},2024-04-22T18:03:22.3301703Z,2,2024-04-22T18:04:51.250046521Z,,,01HW3FM3CQ0AJN38Y66V6JGN94,2024-04-22T18:03:22.174684603Z,game terminated,2024-04-22T18:20:02.861352954Z,,,,,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:19:49.039769995Z,,,5d43c42599f83a00152ba604,2024-04-22T18:03:22.174684603Z,rerun-interactive-0.3,2024-04-22T18:19:49.039769995Z,,
