id,exitSurvey,exitSurveyLastChangedAt,treatment,treatmentLastChangedAt,participantID,participantIDLastChangedAt,exitStep,exitStepLastChangedAt,treatmentName,treatmentNameLastChangedAt,introDone,introDoneLastChangedAt,recipient,recipientLastChangedAt,urlParams,urlParamsLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,emojiArray,emojiArrayLastChangedAt,intro,introLastChangedAt,name,nameLastChangedAt
01HW6GTM8169WN0WTSHA4W0RV0,"{""age"":""18"",""gender"":""male"",""strength"":""fairly strong - difficult to estimate ratio exactly on slider bar"",""fair"":""Yes "",""feedback"":"""",""education"":""high-school"",""teammates"":""I think they were telling the truth as the info all seemed to match."",""notes"":""only mentally"",""politics"":""centre/right"",""geo"":""United Kingdom"",""ethnicity"":""white""}",2024-04-23T22:37:29.859308666Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:24:34.534305165Z,01HW6GTKMPB7VAGAY4AKM19DB6,2024-04-23T22:22:07.617949393Z,1,2024-04-23T22:37:29.847185752Z,rerun-unidirectional- 0.3,2024-04-23T22:24:34.534305165Z,true,2024-04-23T22:25:16.627405757Z,01HW6GVS3GYYZGEPKPEP8SDPF8,2024-04-23T22:35:18.31163282Z,{},2024-04-23T22:22:07.942256479Z,game ended,2024-04-23T22:36:06.37055823Z,01HW6F55Q9NQPXWYKQGS3GE8G5,2024-04-23T22:24:34.534305165Z,660c2659ce5c257db26aefcb,2024-04-23T22:22:07.617949393Z,"[""🐿️"",""🐇"",""🐇"",""🐿️"",""🐿️"",""                                   ""]",2024-04-23T22:25:45.027427355Z,4,2024-04-23T22:24:54.096449752Z,player 2,2024-04-23T22:25:45.027427355Z
01HW6GVS3GYYZGEPKPEP8SDPF8,"{""age"":""31"",""gender"":""male"",""strength"":""medium"",""fair"":""yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""no idea. answers very very consistent"",""notes"":""yes"",""politics"":""liberal"",""geo"":""british"",""ethnicity"":""white""}",2024-04-23T22:36:55.559939047Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:24:34.534305165Z,01HW6GVREPJ26F4DFAC2QHHG72,2024-04-23T22:22:45.360932782Z,1,2024-04-23T22:36:55.57835289Z,rerun-unidirectional- 0.3,2024-04-23T22:24:34.534305165Z,true,2024-04-23T22:24:47.539602506Z,01HW6GW6BG84HPMS4TDBGMWJ4K,2024-04-23T22:35:18.31163282Z,{},2024-04-23T22:22:45.693834522Z,game ended,2024-04-23T22:36:06.37055823Z,01HW6F55Q9NQPXWYKQGS3GE8G5,2024-04-23T22:24:34.534305165Z,5ecbdb76e72f9577c2ad60d6,2024-04-23T22:22:45.360932782Z,"[""                                   "",""🐿️"",""🐇"",""🐿️"",""🐿️"",""🐿️""]",2024-04-23T22:25:45.027427355Z,4,2024-04-23T22:24:43.932460582Z,player 3,2024-04-23T22:25:45.027427355Z
01HW6GW6BG84HPMS4TDBGMWJ4K,"{""age"":""40"",""gender"":""Female"",""strength"":"""",""fair"":""Yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""I think they were!"",""notes"":""No"",""politics"":""Neutral"",""geo"":""Canadian"",""ethnicity"":""White""}",2024-04-23T22:37:03.071741743Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:24:34.534305165Z,01HW6GW5Z7G43ZADGVAE222SGF,2024-04-23T22:22:58.928825842Z,1,2024-04-23T22:37:03.08169181Z,rerun-unidirectional- 0.3,2024-04-23T22:24:34.534305165Z,true,2024-04-23T22:25:44.940363775Z,01HW6GSRXDG2ME8AT9BZABTPYZ,2024-04-23T22:35:18.31163282Z,{},2024-04-23T22:22:59.136951666Z,game ended,2024-04-23T22:36:06.37055823Z,01HW6F55Q9NQPXWYKQGS3GE8G5,2024-04-23T22:24:34.534305165Z,6501d03586b8ea853539b80d,2024-04-23T22:22:58.928825842Z,"[""🐿️"",""                                   "",""🐇"",""🐿️"",""🐿️"",""🐿️""]",2024-04-23T22:25:45.027427355Z,4,2024-04-23T22:25:14.73373013Z,player 4,2024-04-23T22:25:45.027427355Z
01HW6GXT7NFM054H7SPM80MHMS,"{""age"":""28"",""gender"":""Male"",""strength"":""Great"",""fair"":""Yes, but I didn't get to do the test properly"",""feedback"":""It sent me straight to the exit survey portion before I could send a single message"",""education"":""other"",""teammates"":""N/A"",""notes"":""I didn't see anything else that was said by people, it automatically sent me to this page"",""politics"":""Liberal"",""geo"":""Canada"",""ethnicity"":""South Asian""}",2024-04-23T22:26:52.380534538Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:53:58.6514895Z,01HW6GXSMP829NGP6JJPGBEZ3K,2024-04-23T22:23:52.05309705Z,1,2024-04-23T22:26:52.384522389Z,rerun-unidirectional- 0.3,2024-04-23T22:53:58.6514895Z,,,,,{},2024-04-23T22:23:52.392096947Z,game terminated,2024-04-23T22:54:17.277186618Z,01HW6JMNRC3XNSY5NXS1P1NYQ3,2024-04-23T22:53:58.6514895Z,CJ,2024-04-23T22:23:52.05309705Z,,,2,2024-04-23T22:25:30.075181409Z,,
01HW6GXWZ03JM3F82AB86YTW11,"{""age"":""52"",""gender"":""F"",""strength"":""There was no game"",""fair"":""No, there was no game. Just instructions and then this!"",""feedback"":""What is going on? There were instructions that I did not managed to finish and then this survey."",""education"":""master"",""teammates"":""I don't know."",""notes"":""Yes, but window changed before I could read all of it."",""politics"":""left"",""geo"":""croatian/uk"",""ethnicity"":""white""}",2024-04-23T22:28:26.354877225Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:53:58.6514895Z,01HW6GXWAH9B62DQ5Y9H44NR2P,2024-04-23T22:23:54.848105862Z,1,2024-04-23T22:28:26.360411511Z,rerun-unidirectional- 0.3,2024-04-23T22:53:58.6514895Z,,,,,{},2024-04-23T22:23:55.274690306Z,game terminated,2024-04-23T22:54:17.277186618Z,01HW6JMNRC3XNSY5NXS1P1NYQ3,2024-04-23T22:53:58.6514895Z,5eb7f6d869a60f000b7a5837,2024-04-23T22:23:54.848105862Z,,,1,2024-04-23T22:24:07.45309275Z,,
01HW6H0TCVWYMRBBAAB5EMDEFN,"{""age"":""18"",""gender"":""Female"",""strength"":""I don't know"",""fair"":""Yes"",""feedback"":""The exit survey came up first, the game didn't show up for me."",""education"":""high-school"",""teammates"":""No"",""notes"":""No"",""politics"":""Left"",""geo"":""Canadian"",""ethnicity"":""Egyptian""}",2024-04-23T22:32:38.269808593Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:53:58.6514895Z,01HW6H0T26FQW4S1YTCQ1ESE8J,2024-04-23T22:25:30.523233184Z,1,2024-04-23T22:32:38.256408758Z,rerun-unidirectional- 0.3,2024-04-23T22:53:58.6514895Z,,,,,{},2024-04-23T22:25:30.710405753Z,game terminated,2024-04-23T22:54:17.277186618Z,01HW6JMNRC3XNSY5NXS1P1NYQ3,2024-04-23T22:53:58.6514895Z,657f29ac51fc16656e5aaae4,2024-04-23T22:25:30.523233184Z,,,1,2024-04-23T22:25:37.909524803Z,,
01HW6H2DM7TET39AZM9HY0NE98,,,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:26:22.996662287Z,01HW6H2D1YGV47SDDQ0N36MDX3,2024-04-23T22:26:22.983418623Z,,,rerun-unidirectional- 0.3,2024-04-23T22:26:22.996662287Z,true,2024-04-23T22:27:55.978828457Z,01HW6H2FXJQDADJ97T54RJPDNF,2024-04-23T22:39:45.175081063Z,{},2024-04-23T22:26:23.288960215Z,game ended,2024-04-23T22:40:30.229619732Z,01HW6F551XXXYF7APDB135YEMV,2024-04-23T22:26:22.996662287Z,62fbca6b12404847b854f476,2024-04-23T22:26:22.983418623Z,"[""🐇"",""                                   "",""🐇""]",2024-04-23T22:31:24.726558127Z,4,2024-04-23T22:27:51.771979093Z,player 1,2024-04-23T22:31:24.726558127Z
01HW6H2FXJQDADJ97T54RJPDNF,"{""age"":""22"",""gender"":""female"",""strength"":""I was good at answering in a decent amount of time"",""fair"":""yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""no, a lot of times i never received a message"",""notes"":""yes"",""politics"":""liberal/leftist"",""geo"":""American"",""ethnicity"":""mixed""}",2024-04-23T22:41:56.002931125Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:26:25.340089227Z,01HW6H2FEG4GS3YSNKJBP5BKFK,2024-04-23T22:26:25.330936529Z,1,2024-04-23T22:41:55.988551487Z,rerun-unidirectional- 0.3,2024-04-23T22:26:25.340089227Z,true,2024-04-23T22:28:29.740580432Z,01HW6H4MM2Q9CV5NPBYK4BVCRQ,2024-04-23T22:39:45.175081063Z,{},2024-04-23T22:26:25.631822118Z,game ended,2024-04-23T22:40:30.229619732Z,01HW6F551XXXYF7APDB135YEMV,2024-04-23T22:26:25.340089227Z,5e9530cd80f8021078090761,2024-04-23T22:26:25.330936529Z,"[""🐿️"",""🐿️"",""🐿️"",""                                   "",""🐿️"",""🐿️"",""🐇"",""🐇""]",2024-04-23T22:31:24.726558127Z,4,2024-04-23T22:28:27.634449248Z,player 2,2024-04-23T22:31:24.726558127Z
01HW6H30P319DMDNEHD7FZVX72,"{""age"":""21"",""gender"":""Female"",""strength"":""Poor. I realized more than halfway through that the image shown that changes when you move the sliding bar was throwing me personally off and causing me to focus on matching it to the amount of each animal rather than the logical percentage I should've been focused on."",""fair"":""Yes."",""feedback"":"""",""education"":""high-school"",""teammates"":""I found one teammate very clear and a great co-player, one was okay and one simply didn't participate after voicing frustration."",""notes"":""No, that would have been a good idea."",""politics"":"""",""geo"":""Canadian"",""ethnicity"":""White""}",2024-04-23T22:46:50.694008351Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:33:17.107866969Z,01HW6H309QM5YY0QR5H1G01GK0,2024-04-23T22:26:42.499691583Z,1,2024-04-23T22:46:50.714739721Z,rerun-unidirectional- 0.3,2024-04-23T22:33:17.107866969Z,true,2024-04-23T22:34:28.125122702Z,01HW6HC69TMJM4YJWCJ2NJ83M2,2024-04-23T22:43:41.292758086Z,{},2024-04-23T22:26:42.725077401Z,game ended,2024-04-23T22:44:27.38969398Z,01HW6HBPS7D03S2BC4XCVATQMT,2024-04-23T22:33:17.107866969Z,5d287be62a33c100167c93c6,2024-04-23T22:26:42.499691583Z,"[""                                   "",""🐇"",""🐇"",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐿️""]",2024-04-23T22:34:28.405213486Z,4,2024-04-23T22:33:54.601131137Z,player 1,2024-04-23T22:34:28.405213486Z
01HW6H3S35V2X0H9T2J50WP0G7,"{""age"":""22"",""gender"":""Male"",""strength"":""Describing the numbers concisely. "",""fair"":""Yes"",""feedback"":""None"",""education"":""high-school"",""teammates"":""I believe so."",""notes"":""I took mental notes."",""politics"":""Left"",""geo"":""Canada"",""ethnicity"":""Caucasian""}",2024-04-23T22:42:38.622023597Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:27:07.507857893Z,01HW6H3RPTN0400VDQJ5DV982Q,2024-04-23T22:27:07.493298165Z,1,2024-04-23T22:42:38.638898302Z,rerun-unidirectional- 0.3,2024-04-23T22:27:07.507857893Z,true,2024-04-23T22:30:28.354548263Z,01HW6H4AK2PGR90NDND9VVRSM7,2024-04-23T22:40:45.753269385Z,{},2024-04-23T22:27:07.717821695Z,game ended,2024-04-23T22:41:44.235007693Z,01HW6F54CZ46TMEC2EQC0K1F5J,2024-04-23T22:27:07.507857893Z,660f0e1423ca7efb4b23d9af,2024-04-23T22:27:07.493298165Z,"[""                                   "",""🐇"",""🐇"",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐿️""]",2024-04-23T22:30:29.52785634Z,4,2024-04-23T22:30:24.704076866Z,player 1,2024-04-23T22:30:29.52785634Z
01HW6H4AK2PGR90NDND9VVRSM7,"{""age"":""42"",""gender"":""Male"",""strength"":""Not strong"",""fair"":""Yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""Yes"",""notes"":""Yes"",""politics"":""None"",""geo"":""Uk, east england"",""ethnicity"":""White ""}",2024-04-23T22:42:42.475574273Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:27:25.423906636Z,01HW6H49ZKAEXEERQG9G51TGHC,2024-04-23T22:27:25.410997575Z,1,2024-04-23T22:42:42.490960772Z,rerun-unidirectional- 0.3,2024-04-23T22:27:25.423906636Z,true,2024-04-23T22:29:55.734130892Z,01HW6H4Y6DE728A249J41GEKJY,2024-04-23T22:40:45.753269385Z,{},2024-04-23T22:27:25.757088306Z,game ended,2024-04-23T22:41:44.235007693Z,01HW6F54CZ46TMEC2EQC0K1F5J,2024-04-23T22:27:25.423906636Z,63eb52da0490f2bb8056be48,2024-04-23T22:27:25.410997575Z,"[""🐿️"",""🐿️"",""🐇"",""                                   ""]",2024-04-23T22:30:29.52785634Z,4,2024-04-23T22:29:45.529307605Z,player 2,2024-04-23T22:30:29.52785634Z
01HW6H4B41C7BNXD4J7DT72DJX,"{""age"":""40"",""gender"":""Female"",""strength"":""I was honest and consistent"",""fair"":""Yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""Yes I was hoping they were honest"",""notes"":""No I didn't, I didn't realize I should have."",""politics"":"""",""geo"":""Canadian"",""ethnicity"":""White""}",2024-04-23T22:46:05.080658557Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:31:24.579995586Z,01HW6H4AWJP9T8GDM3BSPCS7P4,2024-04-23T22:27:25.953257739Z,1,2024-04-23T22:46:05.09941093Z,rerun-unidirectional- 0.3,2024-04-23T22:31:24.579995586Z,true,2024-04-23T22:33:04.739140447Z,01HW6H8FRH4V6VF1TG0XQZAHYJ,2024-04-23T22:43:48.818909754Z,{},2024-04-23T22:27:26.08589021Z,game ended,2024-04-23T22:44:36.089224573Z,01HW6H9Z4FBK9GCKPVHEGGSBGW,2024-04-23T22:31:24.579995586Z,5e693f341ff38b1e85a63e8d,2024-04-23T22:27:25.953257739Z,"[""🐿️"",""                                   "",""🐿️"",""🐇""]",2024-04-23T22:33:17.300765186Z,4,2024-04-23T22:32:45.358785982Z,player 1,2024-04-23T22:33:17.300765186Z
01HW6H4MM2Q9CV5NPBYK4BVCRQ,"{""age"":""440"",""gender"":""F"",""strength"":""Average"",""fair"":""Yes"",""feedback"":""Team mates didn’t really message "",""education"":""bachelor"",""teammates"":""No"",""notes"":""No"",""politics"":""Right"",""geo"":""Uk"",""ethnicity"":""White""}",2024-04-23T22:41:34.947327557Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:30:29.365579232Z,01HW6H4KW9C1QW8QX5CX32R988,2024-04-23T22:27:35.682691902Z,1,2024-04-23T22:41:34.932559275Z,rerun-unidirectional- 0.3,2024-04-23T22:30:29.365579232Z,true,2024-04-23T22:30:47.888128679Z,01HW6H7SB2BWHJE1RDC38VPCJN,2024-04-23T22:39:45.175081063Z,{},2024-04-23T22:27:36.029919073Z,game ended,2024-04-23T22:40:30.229619732Z,01HW6F551XXXYF7APDB135YEMV,2024-04-23T22:30:29.365579232Z,662367674bc7f007dccf7c1b,2024-04-23T22:27:35.682691902Z,"[""🐇"",""🐇"",""🐿️"",""                                   "",""🐿️"",""🐿️"",""🐿️"",""🐿️""]",2024-04-23T22:31:24.726558127Z,4,2024-04-23T22:30:39.716848595Z,player 3,2024-04-23T22:31:24.726558127Z
01HW6H4Y6DE728A249J41GEKJY,"{""age"":""42"",""gender"":""female"",""strength"":""Clear information shared - what I could see and what I had observed overall throughout the rounds that had already passed."",""fair"":""Yes."",""feedback"":""No problems. A fun game.\nPossibly a little tricky counting the squirrels and rabbits when predicting the overall split."",""education"":""bachelor"",""teammates"":""As far as I can tell, they were telling the truth mostly. People saw 2 squirrels and one rabbit. There was one person who saw more, but that's all. "",""notes"":""Yes - it reinforced the 2:1 split that I saw, pretty much every time."",""politics"":""Conservative"",""geo"":""British/South West"",""ethnicity"":""white""}",2024-04-23T22:44:22.60488993Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:27:45.498784601Z,01HW6H4XHT9VB8AFX9BBBB66XC,2024-04-23T22:27:45.485368353Z,1,2024-04-23T22:44:22.622645323Z,rerun-unidirectional- 0.3,2024-04-23T22:27:45.498784601Z,true,2024-04-23T22:30:09.349297312Z,01HW6H54VSH9Q6SH1Q8H1P2CE0,2024-04-23T22:40:45.753269385Z,{},2024-04-23T22:27:45.82187351Z,game ended,2024-04-23T22:41:44.235007693Z,01HW6F54CZ46TMEC2EQC0K1F5J,2024-04-23T22:27:45.498784601Z,6346b5a6ea546c77fae4c827,2024-04-23T22:27:45.485368353Z,"[""                                   "",""🐿️"",""🐇"",""🐿️""]",2024-04-23T22:30:29.52785634Z,4,2024-04-23T22:30:00.29238873Z,player 3,2024-04-23T22:30:29.52785634Z
01HW6H54VSH9Q6SH1Q8H1P2CE0,"{""age"":""37"",""gender"":""Male "",""strength"":""I told the truth "",""fair"":""To long . Underpaid "",""feedback"":"""",""education"":""bachelor"",""teammates"":""I can't tell as I can't see what they see "",""notes"":""No"",""politics"":""N/A"",""geo"":""England "",""ethnicity"":""English ""}",2024-04-23T22:42:53.729436929Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:27:52.329346821Z,01HW6H542PD35S0D60NQTQ11KY,2024-04-23T22:27:52.313816059Z,1,2024-04-23T22:42:53.746897769Z,rerun-unidirectional- 0.3,2024-04-23T22:27:52.329346821Z,true,2024-04-23T22:30:29.333544427Z,01HW6H3S35V2X0H9T2J50WP0G7,2024-04-23T22:40:45.753269385Z,{},2024-04-23T22:27:52.721897922Z,game ended,2024-04-23T22:41:44.235007693Z,01HW6F54CZ46TMEC2EQC0K1F5J,2024-04-23T22:27:52.329346821Z,596e51b8b174180001756e7a,2024-04-23T22:27:52.313816059Z,"[""🐿️"",""🐿️"",""🐿️"",""🐇"",""🐇"",""🐿️"",""                                   ""]",2024-04-23T22:30:29.52785634Z,4,2024-04-23T22:29:44.474917153Z,player 4,2024-04-23T22:30:29.52785634Z
01HW6H62V3ZC347A53CNJFMGJB,,,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:53:58.6514895Z,01HW6H624ZQ91QXEWY7YJKY541,2024-04-23T22:28:23.011729471Z,,,rerun-unidirectional- 0.3,2024-04-23T22:53:58.6514895Z,,,,,{},2024-04-23T22:28:23.427221278Z,game terminated,2024-04-23T22:54:17.277186618Z,01HW6JMNRC3XNSY5NXS1P1NYQ3,2024-04-23T22:53:58.6514895Z,6609e0a1f2aa5f952f39065b,2024-04-23T22:28:23.011729471Z,,,1,2024-04-23T22:28:36.747634807Z,,
01HW6H6DDRD2N9B0RSYYEME9FQ,"{""age"":""63"",""gender"":""female"",""strength"":""so so "",""fair"":""yes"",""feedback"":""felt unsure I was doing it right "",""education"":""high-school"",""teammates"":""not sure what they saw"",""notes"":""no"",""politics"":"""",""geo"":"""",""ethnicity"":""""}",2024-04-23T23:03:03.268264643Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:49:16.608454606Z,01HW6H6D8HBW87H077H13YDB2H,2024-04-23T22:28:33.848599497Z,1,2024-04-23T23:03:03.332592173Z,rerun-unidirectional- 0.3,2024-04-23T22:49:16.608454606Z,true,2024-04-23T22:49:30.355986645Z,01HW6J78HQ24SWEKSC0SY811KE,2024-04-23T23:00:37.58044145Z,{},2024-04-23T22:28:33.946753379Z,game ended,2024-04-23T23:01:43.00046875Z,01HW6J8B8EK1RDJXJPB33WWQJ4,2024-04-23T22:49:16.608454606Z,661419f0bead10200145aed5@email.prolific.com,2024-04-23T22:28:33.848599497Z,"[""🐇"",""🐿️"",""                                   "",""🐿️"",""🐇""]",2024-04-23T22:49:58.428768235Z,4,2024-04-23T22:48:20.735398952Z,player 1,2024-04-23T22:49:58.428768235Z
01HW6H7SB2BWHJE1RDC38VPCJN,"{""age"":""35"",""gender"":""Male"",""strength"":""It was fine"",""fair"":""Yes"",""feedback"":""Most of my partners did not respond"",""education"":""other"",""teammates"":""Most of the time I did not receive any messages"",""notes"":""No"",""politics"":""Middle"",""geo"":""British"",""ethnicity"":""White""}",2024-04-23T22:41:45.5722978Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:30:29.365579232Z,01HW6H7RNST2Z9KT4220XHQQS4,2024-04-23T22:29:18.818736156Z,1,2024-04-23T22:41:45.586794492Z,rerun-unidirectional- 0.3,2024-04-23T22:30:29.365579232Z,true,2024-04-23T22:31:24.498670813Z,01HW6H2DM7TET39AZM9HY0NE98,2024-04-23T22:39:45.175081063Z,{},2024-04-23T22:29:19.186715735Z,game ended,2024-04-23T22:40:30.229619732Z,01HW6F551XXXYF7APDB135YEMV,2024-04-23T22:30:29.365579232Z,65a2a75121e5c36aa719a3fd,2024-04-23T22:29:18.818736156Z,"[""🐿️"",""                                   "",""🐿️"",""🐿️"",""🐿️""]",2024-04-23T22:31:24.726558127Z,4,2024-04-23T22:31:20.356466915Z,player 4,2024-04-23T22:31:24.726558127Z
01HW6H8C697GCC5TMD0ZGG5301,,,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:53:58.6514895Z,01HW6H8BJ92FJH5MN6X334A5JR,2024-04-23T22:29:38.121523031Z,,,rerun-unidirectional- 0.3,2024-04-23T22:53:58.6514895Z,,,,,{},2024-04-23T22:29:38.481149979Z,game terminated,2024-04-23T22:54:17.277186618Z,01HW6JMNRC3XNSY5NXS1P1NYQ3,2024-04-23T22:53:58.6514895Z,63d13c51b221bd175bb2e3db,2024-04-23T22:29:38.121523031Z,,,1,2024-04-23T22:31:21.005814616Z,,
01HW6H8FRH4V6VF1TG0XQZAHYJ,"{""age"":""37"",""gender"":""Female"",""strength"":""I told the truth and was able to keep a good running average."",""fair"":""Yes"",""feedback"":""It was an interesting study."",""education"":""master"",""teammates"":""Most of them were.  There was someone who just told me they saw \""all rabbits.\""  Not having the number was not helpful.  The ones who appeared to be keeping notes and shared their tallies were very helpful."",""notes"":""No, I did not.  I just tried to keep a running tally in my head."",""politics"":""left of centre"",""geo"":""Canadian"",""ethnicity"":""Canadian""}",2024-04-23T22:46:21.386437569Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:31:24.579995586Z,01HW6H8FFGKKFZHAEGFWV4A9J3,2024-04-23T22:29:41.777942442Z,1,2024-04-23T22:46:21.346561924Z,rerun-unidirectional- 0.3,2024-04-23T22:31:24.579995586Z,true,2024-04-23T22:32:17.155339942Z,01HW6H8SWNYZ0WG75CPEXZGGT2,2024-04-23T22:43:48.818909754Z,{},2024-04-23T22:29:41.940059653Z,game ended,2024-04-23T22:44:36.089224573Z,01HW6H9Z4FBK9GCKPVHEGGSBGW,2024-04-23T22:31:24.579995586Z,6599c58dbdbcee787c9013af,2024-04-23T22:29:41.777942442Z,"[""🐇"",""🐇"",""🐇"",""                                   "",""🐇"",""🐿️"",""🐿️""]",2024-04-23T22:33:17.300765186Z,4,2024-04-23T22:32:13.277353688Z,player 2,2024-04-23T22:33:17.300765186Z
01HW6H8SWNYZ0WG75CPEXZGGT2,"{""age"":""35"",""gender"":""non binary"",""strength"":""poor"",""fair"":""It was acceptable"",""feedback"":""got so confusing"",""education"":""high-school"",""teammates"":""I don't know"",""notes"":""Roughly"",""politics"":""left"",""geo"":""UK "",""ethnicity"":""White""}",2024-04-23T22:45:20.099972871Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:31:24.579995586Z,01HW6H8S91YXK356HM9AEWV2XH,2024-04-23T22:29:52.14988478Z,1,2024-04-23T22:45:20.12017293Z,rerun-unidirectional- 0.3,2024-04-23T22:31:24.579995586Z,true,2024-04-23T22:31:27.071261737Z,01HW6H953WWJ90WXD910V4296D,2024-04-23T22:43:48.818909754Z,{},2024-04-23T22:29:52.481378063Z,game ended,2024-04-23T22:44:36.089224573Z,01HW6H9Z4FBK9GCKPVHEGGSBGW,2024-04-23T22:31:24.579995586Z,62a1e2fd89e02622395cab4d,2024-04-23T22:29:52.14988478Z,"[""🐿️"",""🐿️"",""🐿️"",""                                   "",""🐿️""]",2024-04-23T22:33:17.300765186Z,4,2024-04-23T22:31:24.902641052Z,player 3,2024-04-23T22:33:17.300765186Z
01HW6H8TP5WHK4QG6GD673W48V,"{""age"":""49"",""gender"":""female"",""strength"":"""",""fair"":""yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""some never answered so no"",""notes"":""yes"",""politics"":""liberal"",""geo"":""United States"",""ethnicity"":""white""}",2024-04-23T22:50:27.731573437Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:34:28.190717558Z,01HW6H8TA8YR0Y60VG6BDSMQYW,2024-04-23T22:29:52.965395963Z,1,2024-04-23T22:50:27.705459286Z,rerun-unidirectional- 0.3,2024-04-23T22:34:28.190717558Z,true,2024-04-23T22:34:59.996479928Z,01HW6HCPDENZ5DJ2YXWTN2N74X,2024-04-23T22:48:08.303994789Z,{},2024-04-23T22:29:53.176710925Z,game ended,2024-04-23T22:48:55.94911516Z,01HW6F53QXXRKSG59KPTW9HYM1,2024-04-23T22:34:28.190717558Z,55d9226c69dbc30012b68bff,2024-04-23T22:29:52.965395963Z,"[""🐇"",""🐿️"",""🐇"",""                                   "",""🐇""]",2024-04-23T22:37:56.961106065Z,4,2024-04-23T22:34:49.880829281Z,player 1,2024-04-23T22:37:56.961106065Z
01HW6H953WWJ90WXD910V4296D,"{""age"":""66"",""gender"":""female"",""strength"":""not very good"",""fair"":""yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""i think so"",""notes"":""no"",""politics"":""conservative"",""geo"":""United Kingdom"",""ethnicity"":""white""}",2024-04-23T22:45:35.167434846Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:31:24.579995586Z,01HW6H949XYSRY3T4EWEVJDC96,2024-04-23T22:30:03.645026385Z,1,2024-04-23T22:45:35.148425815Z,rerun-unidirectional- 0.3,2024-04-23T22:31:24.579995586Z,true,2024-04-23T22:33:16.981264246Z,01HW6H4B41C7BNXD4J7DT72DJX,2024-04-23T22:43:48.818909754Z,{},2024-04-23T22:30:04.057416156Z,game ended,2024-04-23T22:44:36.089224573Z,01HW6H9Z4FBK9GCKPVHEGGSBGW,2024-04-23T22:31:24.579995586Z,5ab8d182e1546900019b7195,2024-04-23T22:30:03.645026385Z,"[""🐿️"",""🐿️"",""🐿️"",""🐇"",""🐿️"",""🐿️"",""🐿️"",""                                   ""]",2024-04-23T22:33:17.300765186Z,4,2024-04-23T22:33:08.988995831Z,player 4,2024-04-23T22:33:17.300765186Z
