id,gameID,gameIDLastChangedAt,ended,endedLastChangedAt,intro,introLastChangedAt,introDone,introDoneLastChangedAt,name,nameLastChangedAt,recipient,recipientLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,urlParams,urlParamsLastChangedAt,treatmentName,treatmentNameLastChangedAt,emojiArray,emojiArrayLastChangedAt,participantID,participantIDLastChangedAt,treatment,treatmentLastChangedAt,exitStep,exitStepLastChangedAt,exitSurvey,exitSurveyLastChangedAt
01HW67SK9XP003W0N4FD70EEAG,01HW65RKN9EV96EDV23517Q7BN,2024-04-23T19:44:16.714152207Z,game ended,2024-04-23T19:48:47.541906034Z,3,2024-04-23T19:45:47.560494798Z,true,2024-04-23T19:45:49.8497282Z,player 2,2024-04-23T19:46:13.982796818Z,01HW67SWJ0Q935H41Y2E46Z32T,2024-04-23T19:48:42.003962937Z,5eaeb504b21d400009b756b9,2024-04-23T19:44:16.701766059Z,{},2024-04-23T19:44:17.026726519Z,rerun-slider- 0.7,2024-04-23T19:44:16.714152207Z,"[""🐇"",""🐇"",""                                   "",""🐇"",""🐇""]",2024-04-23T19:46:13.982796818Z,01HW67SJPH4B32J2DKMY0SQNEZ,2024-04-23T19:44:16.701766059Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T19:44:16.714152207Z,1,2024-04-23T19:49:41.612067702Z,"{""age"":""21"",""gender"":""Female"",""strength"":""I think I did well but there wasn't much to indicate if I was doing bad  or good."",""fair"":""Yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""I didnt have any judgements on their 'goodness' as we were all in general agreement"",""notes"":""Yes I generally trusted the consensus "",""politics"":""Left"",""geo"":""British"",""ethnicity"":""White British""}",2024-04-23T19:49:41.606210236Z
01HW67SRK3NHS1W8AJ502VDN8A,01HW65RJZQ1Y0Z19DJ41VKAJ6Y,2024-04-23T19:46:13.862361182Z,game ended,2024-04-23T19:50:58.477296485Z,3,2024-04-23T19:47:11.907921787Z,true,2024-04-23T19:47:14.986936241Z,player 4,2024-04-23T19:47:15.13925423Z,01HW67R9V4BM1DNX0WKP7FGMZE,2024-04-23T19:50:47.94242096Z,579e352f4d107800016dd96e,2024-04-23T19:44:22.11539086Z,{},2024-04-23T19:44:22.897644876Z,rerun-slider- 0.7,2024-04-23T19:46:13.862361182Z,"[""                                   "",""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""🐇""]",2024-04-23T19:47:15.13925423Z,01HW67SQ7SPZHP2F528406N1R3,2024-04-23T19:44:22.11539086Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T19:46:13.862361182Z,1,2024-04-23T19:53:50.756936361Z,"{""age"":""40"",""gender"":""Female"",""strength"":""I did not feel like I had any power over the outcome of the came. I could just report my results. "",""fair"":""It would have felt more fair had I been able to converse with the other players. "",""feedback"":""I encountered no problems. "",""education"":""bachelor"",""teammates"":""I think they were telling the truth for what they could see from their window."",""notes"":""I read their responses - It made me doubt that what I was seeing was the whole picture. "",""politics"":""Left"",""geo"":""British - UK"",""ethnicity"":""White""}",2024-04-23T19:53:50.763411917Z
01HW67SWJ0Q935H41Y2E46Z32T,01HW65RKN9EV96EDV23517Q7BN,2024-04-23T19:44:26.186276267Z,game ended,2024-04-23T19:48:47.541906034Z,3,2024-04-23T19:44:46.535809029Z,true,2024-04-23T19:44:50.483425113Z,player 3,2024-04-23T19:46:13.982796818Z,01HW67V2YT19HG89D5R0Y2CFVV,2024-04-23T19:48:42.003962937Z,5c0d8bca22f3eb000116c33d ,2024-04-23T19:44:26.176184975Z,{},2024-04-23T19:44:26.272123934Z,rerun-slider- 0.7,2024-04-23T19:44:26.186276267Z,"[""🐇"",""                                   "",""🐿️"",""🐇"",""🐇"",""🐇"",""🐿️"",""🐇"",""🐿️""]",2024-04-23T19:46:13.982796818Z,01HW67SWCH8846Q01X7JXRJ5TK,2024-04-23T19:44:26.176184975Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T19:44:26.186276267Z,1,2024-04-23T19:50:55.510111316Z,"{""age"":""36"",""gender"":""Female"",""strength"":""Able to consolidate what I see outside my own window and proportion out an estimate of the percentage of rabbits based on received messages."",""fair"":""Yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""I believe my teammates are telling the truth about what they see outside their window."",""notes"":""Yes, I took note of the messages received."",""politics"":""Conservative"",""geo"":""American"",""ethnicity"":""Chinese""}",2024-04-23T19:50:55.50404185Z
01HW67V2YT19HG89D5R0Y2CFVV,01HW65RKN9EV96EDV23517Q7BN,2024-04-23T19:45:05.515228237Z,game ended,2024-04-23T19:48:47.541906034Z,3,2024-04-23T19:46:06.161172808Z,true,2024-04-23T19:46:13.834216512Z,player 4,2024-04-23T19:46:13.982796818Z,01HW67RGBXSZNZ8S0278WZHDYN,2024-04-23T19:48:42.003962937Z,632c8f220cdb065476927daf,2024-04-23T19:45:05.498925591Z,{},2024-04-23T19:45:05.820053001Z,rerun-slider- 0.7,2024-04-23T19:45:05.515228237Z,"[""🐇"",""                                   "",""🐇""]",2024-04-23T19:46:13.982796818Z,01HW67V2BF9B5STD8X9PTQX9H1,2024-04-23T19:45:05.498925591Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T19:45:05.515228237Z,1,2024-04-23T19:49:53.6958292Z,"{""age"":""27"",""gender"":""Male"",""strength"":""not sure"",""fair"":""not sure"",""feedback"":"""",""education"":""master"",""teammates"":""No"",""notes"":""They said between 60-79% of the population were rabbits"",""politics"":""Conservative"",""geo"":""British"",""ethnicity"":""White""}",2024-04-23T19:49:53.690230114Z
01HW67V61MXBD2F7W0M1H65M34,,2024-04-23T20:32:44.77736604Z,no more games,2024-04-23T20:32:44.77736604Z,1,2024-04-23T19:45:13.185651033Z,,,,,,,6054986d528d69b89f04aacd,2024-04-23T19:45:08.660359438Z,{},2024-04-23T19:45:09.028789877Z,rerun-slider- 0.7,2024-04-23T20:27:20.187524601Z,,,01HW67V5BXA70Z3RMQY9F4ZS7Z,2024-04-23T19:45:08.660359438Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:27:20.187524601Z,1,2024-04-23T19:48:03.336931874Z,"{""age"":"""",""gender"":"""",""strength"":"""",""fair"":"""",""feedback"":""the survey jumped straight to the end"",""education"":""high-school"",""teammates"":"""",""notes"":"""",""politics"":"""",""geo"":"""",""ethnicity"":""""}",2024-04-23T19:48:03.348017819Z
01HW67YGY35XK2W3EY2CBF1GKV,,2024-04-23T20:32:44.77736604Z,no more games,2024-04-23T20:32:44.77736604Z,,,,,,,,,5c636bc3302b1e0001e69dce,2024-04-23T19:46:58.116004657Z,{},2024-04-23T19:46:58.445642417Z,rerun-slider- 0.7,2024-04-23T20:27:20.307803564Z,,,01HW67YGAE74NDMMEP2NSE3AJP,2024-04-23T19:46:58.116004657Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:27:20.307803564Z,,,,
01HW67YTXR0J3KPP8YKY2Y80MD,,2024-04-23T20:32:44.77736604Z,no more games,2024-04-23T20:32:44.77736604Z,,,,,,,,,6622980af5a4390ee3b52412,2024-04-23T19:47:08.344891081Z,{},2024-04-23T19:47:08.502771668Z,rerun-slider- 0.7,2024-04-23T20:27:20.418374323Z,,,01HW67YTGSQA9GQXV7PTJV4BBH,2024-04-23T19:47:08.344891081Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:27:20.418374323Z,1,2024-04-23T19:53:23.044825827Z,"{""age"":""23"",""gender"":""Female"",""strength"":""I was not very strong at all in the game."",""fair"":""Yes."",""feedback"":""It was running a bit slow but other than that there does not seem to be much of a problem."",""education"":""bachelor"",""teammates"":""No they were not."",""notes"":""No I did not. "",""politics"":""None"",""geo"":""United States of America"",""ethnicity"":""Korean""}",2024-04-23T19:53:23.03861854Z
01HW67Z0XD30TBNXMB2YNR1C22,,2024-04-23T20:32:44.77736604Z,no more games,2024-04-23T20:32:44.77736604Z,,,,,,,,,5cfea10eca66f200016d1d18,2024-04-23T19:47:14.477515146Z,{},2024-04-23T19:47:14.676073278Z,rerun-slider- 0.7,2024-04-23T20:27:20.477083035Z,,,01HW67Z0FS8GHNM3D6H0WDVYXQ,2024-04-23T19:47:14.477515146Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:27:20.477083035Z,1,2024-04-23T19:47:42.146740736Z,"{""age"":""16"",""gender"":""Non Binary"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""high-school"",""teammates"":"""",""notes"":"""",""politics"":""Liberal"",""geo"":""USA"",""ethnicity"":""White""}",2024-04-23T19:47:41.98218139Z
01HW67Z1KQSTNCH4X9WZBB6FB9,,2024-04-23T20:32:44.77736604Z,no more games,2024-04-23T20:32:44.77736604Z,1,2024-04-23T19:47:23.066720522Z,,,,,,,5a94a3344eecca0001dd3c52,2024-04-23T19:47:15.191778801Z,{},2024-04-23T19:47:17.003559358Z,rerun-slider- 0.7,2024-04-23T20:27:20.531489928Z,,,01HW67Z0W3W4HQYMF7JQBWEJCY,2024-04-23T19:47:15.191778801Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:27:20.531489928Z,,,,
01HW67Z9CE409J2ER1X67XW5S8,,2024-04-23T20:32:44.77736604Z,no more games,2024-04-23T20:32:44.77736604Z,3,2024-04-23T19:48:43.590239582Z,,,,,,,60cf89204ad76b9c7b02b670,2024-04-23T19:47:23.150061401Z,{},2024-04-23T19:47:23.587480005Z,rerun-slider- 0.7,2024-04-23T20:27:20.870620458Z,,,01HW67Z8KHB8Z013R0QVRRWSCM,2024-04-23T19:47:23.150061401Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:27:20.870620458Z,,,,
01HW67ZBCGNZ6BKWBQZ2S6PMWA,01HW65RJ7B8GKJQDPNDVG81NH5,2024-04-23T19:47:25.209229545Z,game ended,2024-04-23T19:55:44.711335724Z,3,2024-04-23T19:49:15.332257493Z,true,2024-04-23T19:49:46.256095333Z,player 1,2024-04-23T19:51:34.290742647Z,01HW67ZH08BRZ23F5JNE2MXSWZ,2024-04-23T19:55:33.678852876Z,5e5d5bca1322f00407344ee0,2024-04-23T19:47:25.200560147Z,{},2024-04-23T19:47:25.372098852Z,rerun-slider- 0.7,2024-04-23T19:47:25.209229545Z,"[""🐿️"",""🐿️"",""🐇"",""🐇"",""                                   ""]",2024-04-23T19:51:34.290742647Z,01HW67ZAZ3049ZDFJEFNKHNEYZ,2024-04-23T19:47:25.200560147Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T19:47:25.209229545Z,1,2024-04-23T19:56:39.263440024Z,"{""age"":""26"",""gender"":""Female"",""strength"":""low"",""fair"":""yes"",""feedback"":""n/a"",""education"":""high-school"",""teammates"":""yes"",""notes"":""yes"",""politics"":""Liberal"",""geo"":""Canadian"",""ethnicity"":""Black""}",2024-04-23T19:56:39.270324559Z
01HW67ZH08BRZ23F5JNE2MXSWZ,01HW65RJ7B8GKJQDPNDVG81NH5,2024-04-23T19:47:30.964959075Z,game ended,2024-04-23T19:55:44.711335724Z,3,2024-04-23T19:49:12.820563208Z,true,2024-04-23T19:49:16.376976577Z,player 2,2024-04-23T19:51:34.290742647Z,01HW67ZM05KPABJWPEFND14C20,2024-04-23T19:55:33.678852876Z,65ccaf5ed19bb5b6074e6c5b,2024-04-23T19:47:30.952924108Z,{},2024-04-23T19:47:32.299171779Z,rerun-slider- 0.7,2024-04-23T19:47:30.964959075Z,"[""                                   "",""🐇"",""🐿️"",""🐇"",""🐇"",""🐇""]",2024-04-23T19:51:34.290742647Z,01HW67ZFC8KBDMANKAV0DWEJ5J,2024-04-23T19:47:30.952924108Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T19:47:30.964959075Z,1,2024-04-23T19:57:15.857706676Z,"{""age"":""23"",""gender"":""female"",""strength"":""I was confident in my answers"",""fair"":""yes"",""feedback"":""n/a"",""education"":""bachelor"",""teammates"":""sometimes"",""notes"":""yes"",""politics"":""I dont know what this means."",""geo"":""english"",""ethnicity"":""white""}",2024-04-23T19:57:15.865596877Z
01HW67ZM05KPABJWPEFND14C20,01HW65RJ7B8GKJQDPNDVG81NH5,2024-04-23T19:47:34.031544366Z,game ended,2024-04-23T19:55:44.711335724Z,3,2024-04-23T19:49:45.077703016Z,true,2024-04-23T19:49:51.331439058Z,player 3,2024-04-23T19:51:34.290742647Z,01HW6854W2PHF9ZNHNZ4NAXZEV,2024-04-23T19:55:33.678852876Z,60fd7e2dd8a1b215bc36739f,2024-04-23T19:47:34.021122598Z,{},2024-04-23T19:47:34.212432484Z,rerun-slider- 0.7,2024-04-23T19:47:34.031544366Z,"[""                                   "",""🐿️"",""🐇"",""🐇"",""🐇"",""🐇""]",2024-04-23T19:51:34.290742647Z,01HW67ZKN4YVRKHZ6PEVZVM0VN,2024-04-23T19:47:34.021122598Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T19:47:34.031544366Z,1,2024-04-23T19:57:58.115498042Z,"{""age"":""23"",""gender"":""Female"",""strength"":""I am not sure i had one. It was a lot of guesswork and I think after the first two ones I was a little biased. It seemed I had my mind set on what the correct answer was. "",""fair"":"""",""feedback"":""It would be nice to have a slider that gives me percentage or a picture that is more uniformed to make it easier to understand the percentage. "",""education"":""bachelor"",""teammates"":""I never really questioned if they were telling the truth. It didn't seem like it would benefit anybody"",""notes"":""Yes!"",""politics"":""Left"",""geo"":""Indian"",""ethnicity"":""South Asian""}",2024-04-23T19:57:58.107622426Z
01HW67ZTMHV53R8G5RZ3QYQ9DV,01HW65RHH15DH9Q9AP3SWCR4PM,2024-04-23T19:47:40.832752273Z,game ended,2024-04-23T19:53:56.361430552Z,3,2024-04-23T19:48:49.144637582Z,true,2024-04-23T19:48:53.956414818Z,player 1,2024-04-23T19:50:38.227781478Z,01HW681M2AD585ED01MFSMEQMX,2024-04-23T19:53:48.091378697Z,6563e8f6f6b4756ac64c6ca1,2024-04-23T19:47:40.817962898Z,{},2024-04-23T19:47:40.981745989Z,rerun-slider- 0.7,2024-04-23T19:47:40.832752273Z,"[""🐇"",""🐇"",""🐇"",""                                   "",""🐇""]",2024-04-23T19:50:38.227781478Z,01HW67ZTBFJ8Q12ZGXGZ94ZGK0,2024-04-23T19:47:40.817962898Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T19:47:40.832752273Z,1,2024-04-23T19:54:48.091742867Z,"{""age"":""30"",""gender"":""male"",""strength"":""solid"",""fair"":""yes"",""feedback"":""fun"",""education"":""bachelor"",""teammates"":""I doubt it"",""notes"":""I actively went against them"",""politics"":""joe exotic"",""geo"":""United States"",""ethnicity"":""caucasian""}",2024-04-23T19:54:48.082782334Z
01HW681M2AD585ED01MFSMEQMX,01HW65RHH15DH9Q9AP3SWCR4PM,2024-04-23T19:48:39.637463216Z,game ended,2024-04-23T19:53:56.361430552Z,3,2024-04-23T19:50:31.673413205Z,true,2024-04-23T19:50:37.986157981Z,player 2,2024-04-23T19:50:38.227781478Z,01HW681RJKJEGW65QJTCMWXSMB,2024-04-23T19:53:48.091378697Z,59f21fe8cc514a00011a66cf,2024-04-23T19:48:39.626210153Z,{},2024-04-23T19:48:39.694899252Z,rerun-slider- 0.7,2024-04-23T19:48:39.637463216Z,"[""🐇"",""🐇"",""                                   ""]",2024-04-23T19:50:38.227781478Z,01HW681KYJT77WMX3G0G3BFDXZ,2024-04-23T19:48:39.626210153Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T19:48:39.637463216Z,1,2024-04-23T19:54:46.049567724Z,"{""age"":""48"",""gender"":""Female"",""strength"":""I am unsure"",""fair"":""Yes"",""feedback"":""N/A"",""education"":""high-school"",""teammates"":""yes"",""notes"":""no"",""politics"":""Libertarian"",""geo"":""USA"",""ethnicity"":""White""}",2024-04-23T19:54:46.037874655Z
01HW681QZ52G5K1K97FV52VB9A,,2024-04-23T20:32:44.77736604Z,no more games,2024-04-23T20:32:44.77736604Z,1,2024-04-23T19:48:46.874365848Z,,,,,,,610306546b1956445387be5f,2024-04-23T19:48:43.621700788Z,{},2024-04-23T19:48:43.82874135Z,rerun-slider- 0.7,2024-04-23T20:27:20.870620458Z,,,01HW681QJ2RFH8E2Q1Y3A4C1ER,2024-04-23T19:48:43.621700788Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:27:20.870620458Z,,,,
01HW681RJKJEGW65QJTCMWXSMB,01HW65RHH15DH9Q9AP3SWCR4PM,2024-04-23T19:48:44.259021453Z,game ended,2024-04-23T19:53:56.361430552Z,3,2024-04-23T19:50:05.884898013Z,true,2024-04-23T19:50:09.161147608Z,player 3,2024-04-23T19:50:38.227781478Z,01HW6828DPTC574Y362SA71NGE,2024-04-23T19:53:48.091378697Z,5ae5e66d3ab2fb0001ef2f3c,2024-04-23T19:48:44.243189827Z,{},2024-04-23T19:48:44.747953578Z,rerun-slider- 0.7,2024-04-23T19:48:44.259021453Z,"[""🐿️"",""🐇"",""🐿️"",""🐇"",""🐇"",""                                   "",""🐇"",""🐿️"",""🐇"",""🐇"",""🐿️"",""🐿️""]",2024-04-23T19:50:38.227781478Z,01HW681QP8QNZNZ5X3BSENQMKN,2024-04-23T19:48:44.243189827Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T19:48:44.259021453Z,1,2024-04-23T19:54:58.789196081Z,"{""age"":""39"",""gender"":""Male"",""strength"":""Maths ability"",""fair"":""Yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""Majority told the truth"",""notes"":""No"",""politics"":""Right"",""geo"":""UK"",""ethnicity"":""White""}",2024-04-23T19:54:58.781893248Z
01HW68249335GWYQ7E72DS3VK2,01HW65RGTRBY22SCBVJTCBVMGV,2024-04-23T19:51:34.097644362Z,game ended,2024-04-23T20:00:44.585276635Z,3,2024-04-23T19:54:15.867854798Z,true,2024-04-23T19:54:27.05078221Z,player 1,2024-04-23T19:55:09.640564893Z,01HW6824G1ZYRY8FDJCQR0DARR,2024-04-23T20:00:18.949040567Z,65b011d3c75e0c8536526b93,2024-04-23T19:48:56.227120041Z,{},2024-04-23T19:48:56.44449762Z,rerun-slider- 0.7,2024-04-23T19:51:34.097644362Z,"[""🐿️"",""                                   "",""🐇"",""🐿️"",""🐿️"",""🐿️""]",2024-04-23T19:55:09.640564893Z,01HW6823ZA473NVNMF9GT0M9HC,2024-04-23T19:48:56.227120041Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T19:51:34.097644362Z,1,2024-04-23T20:03:12.308213947Z,"{""age"":""27"",""gender"":""Male"",""strength"":""I believe, I was good in selecting the answers"",""fair"":""Yes"",""feedback"":""NA"",""education"":""master"",""teammates"":""No If We were seeing the same window than It was quite opposite of what I was seeing"",""notes"":""Yeah It was kind of different what I was seeing"",""politics"":"""",""geo"":""Indian"",""ethnicity"":""Indian""}",2024-04-23T20:03:12.298247769Z
01HW6824G1ZYRY8FDJCQR0DARR,01HW65RGTRBY22SCBVJTCBVMGV,2024-04-23T19:51:34.097644362Z,game ended,2024-04-23T20:00:44.585276635Z,3,2024-04-23T19:52:44.471652176Z,true,2024-04-23T19:53:01.774615226Z,player 2,2024-04-23T19:55:09.640564893Z,01HW682S71XW6S6FZATND3NNBP,2024-04-23T20:00:18.949040567Z,6605cc0d4112b7d1fb663dce,2024-04-23T19:48:56.449895532Z,{},2024-04-23T19:48:56.613367125Z,rerun-slider- 0.7,2024-04-23T19:51:34.097644362Z,"[""🐇"",""🐇"",""🐇"",""🐇"",""                                   "",""🐇"",""🐇"",""🐇""]",2024-04-23T19:55:09.640564893Z,01HW68246D1HMX1VAG2Q4ZX7DZ,2024-04-23T19:48:56.449895532Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T19:51:34.097644362Z,1,2024-04-23T20:02:02.189792144Z,"{""age"":""54"",""gender"":""m"",""strength"":""Uncertain"",""fair"":""Confusing"",""feedback"":""no comment"",""education"":""master"",""teammates"":""I think so"",""notes"":""NO"",""politics"":""liberal"",""geo"":""canada"",""ethnicity"":""asian""}",2024-04-23T20:02:02.180393921Z
01HW6828BY89X9K0526PYAK14V,,2024-04-23T20:32:44.77736604Z,no more games,2024-04-23T20:32:44.77736604Z,2,2024-04-23T19:49:55.567880464Z,,,,,,,5c849a40a869d400179ab427,2024-04-23T19:49:00.414295044Z,{},2024-04-23T19:49:00.597762583Z,rerun-slider- 0.7,2024-04-23T20:27:20.870620458Z,,,01HW68280BZMBXB55WNCVREQMQ,2024-04-23T19:49:00.414295044Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:27:20.870620458Z,,,,
01HW6828DPTC574Y362SA71NGE,01HW65RHH15DH9Q9AP3SWCR4PM,2024-04-23T19:49:00.479506036Z,game ended,2024-04-23T19:53:56.361430552Z,3,2024-04-23T19:49:58.811418386Z,true,2024-04-23T19:50:19.388090557Z,player 4,2024-04-23T19:50:38.227781478Z,01HW67ZTMHV53R8G5RZ3QYQ9DV,2024-04-23T19:53:48.091378697Z,612e309706778a2e8d27df01,2024-04-23T19:49:00.470419908Z,{},2024-04-23T19:49:00.866890295Z,rerun-slider- 0.7,2024-04-23T19:49:00.479506036Z,"[""                                   "",""🐇"",""🐇"",""🐿️""]",2024-04-23T19:50:38.227781478Z,01HW6827MYRP9Y86H8NCV6VFWY,2024-04-23T19:49:00.470419908Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T19:49:00.479506036Z,1,2024-04-23T19:54:42.521262455Z,"{""age"":""36"",""gender"":""female"",""strength"":""consistency"",""fair"":""yes"",""feedback"":""no issues"",""education"":""master"",""teammates"":""I think more agreed with me than those who didn't"",""notes"":""no"",""politics"":""left"",""geo"":""UK"",""ethnicity"":""white""}",2024-04-23T19:54:42.527701505Z
01HW682S71XW6S6FZATND3NNBP,01HW65RGTRBY22SCBVJTCBVMGV,2024-04-23T19:51:34.097644362Z,game ended,2024-04-23T20:00:44.585276635Z,3,2024-04-23T19:54:57.509960725Z,true,2024-04-23T19:55:09.310199065Z,player 3,2024-04-23T19:55:09.640564893Z,01HW683PHHH8HKMVYNK8MK6075,2024-04-23T20:00:18.949040567Z,65e6b65960f93e7148070cb2,2024-04-23T19:49:17.6658523Z,{},2024-04-23T19:49:17.885035902Z,rerun-slider- 0.7,2024-04-23T19:51:34.097644362Z,"[""                                   "",""🐇"",""🐿️""]",2024-04-23T19:55:09.640564893Z,01HW682RS8YQ7K1EX3SWCD31PR,2024-04-23T19:49:17.6658523Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T19:51:34.097644362Z,1,2024-04-23T20:02:05.923459262Z,"{""age"":""33"",""gender"":""Male"",""strength"":""Quick to get to the answer but slow to doing the slider."",""fair"":""Definitely so."",""feedback"":""It would switch over to a new screen and just stay blank. I would have to refresh and my time would be low by then."",""education"":""master"",""teammates"":""I have to believe them on what they see but it was questionable at time."",""notes"":""I did not"",""politics"":""Independent"",""geo"":""Midwest"",""ethnicity"":""Mixed""}",2024-04-23T20:02:05.909981304Z
01HW68304XP0K52E78M0PFTFBM,,2024-04-23T20:32:44.77736604Z,no more games,2024-04-23T20:32:44.77736604Z,1,2024-04-23T19:49:28.550827693Z,,,,,,,6280bf67a185ccdf2af50e2b,2024-04-23T19:49:24.765342779Z,{},2024-04-23T19:49:25.110956933Z,rerun-slider- 0.7,2024-04-23T20:27:20.870620458Z,,,01HW682ZJ6XKPZHPE5QQ3QXFC7,2024-04-23T19:49:24.765342779Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:27:20.870620458Z,,,,
01HW683BED4ZJT4MKPQPVTX35S,,2024-04-23T20:32:44.77736604Z,no more games,2024-04-23T20:32:44.77736604Z,1,2024-04-23T19:51:07.595478501Z,,,,,,,644316752492a25dfe0aa2e1,2024-04-23T19:49:36.333655218Z,{},2024-04-23T19:49:36.662434843Z,rerun-slider- 0.7,2024-04-23T20:27:20.870620458Z,,,01HW683ASJG2A5NQ5QF7HVEJG7,2024-04-23T19:49:36.333655218Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:27:20.870620458Z,1,2024-04-23T19:55:55.489199186Z,"{""age"":""49"",""gender"":""male"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""bachelor"",""teammates"":"""",""notes"":"""",""politics"":"""",""geo"":"""",""ethnicity"":""""}",2024-04-23T19:55:55.497519725Z
01HW683PHHH8HKMVYNK8MK6075,01HW65RGTRBY22SCBVJTCBVMGV,2024-04-23T19:51:34.097644362Z,game ended,2024-04-23T20:00:44.585276635Z,3,2024-04-23T19:51:31.413987427Z,true,2024-04-23T19:51:35.673819578Z,player 4,2024-04-23T19:55:09.640564893Z,01HW68249335GWYQ7E72DS3VK2,2024-04-23T20:00:18.949040567Z,5dfa74889a993f7c84bc2840,2024-04-23T19:49:47.697890644Z,{},2024-04-23T19:49:48.192059109Z,rerun-slider- 0.7,2024-04-23T19:51:34.097644362Z,"[""🐇"",""🐇"",""🐿️"",""                                   "",""🐇"",""🐇"",""🐇""]",2024-04-23T19:55:09.640564893Z,01HW683NGTJHK994JQ3NV9JAW9,2024-04-23T19:49:47.697890644Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T19:51:34.097644362Z,1,2024-04-23T20:01:25.555382972Z,"{""age"":""24"",""gender"":""female"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""high-school"",""teammates"":""unsure"",""notes"":""no"",""politics"":""left"",""geo"":""uk"",""ethnicity"":""british""}",2024-04-23T20:01:25.528562591Z
01HW6854W2PHF9ZNHNZ4NAXZEV,01HW65RJ7B8GKJQDPNDVG81NH5,2024-04-23T19:50:38.022622492Z,game ended,2024-04-23T19:55:44.711335724Z,3,2024-04-23T19:51:31.295592161Z,true,2024-04-23T19:51:34.027791975Z,player 4,2024-04-23T19:51:34.290742647Z,01HW67ZBCGNZ6BKWBQZ2S6PMWA,2024-04-23T19:55:33.678852876Z,644a8c25f747d73d9828bee3,2024-04-23T19:50:35.13892678Z,{},2024-04-23T19:50:35.582544962Z,rerun-slider- 0.7,2024-04-23T19:50:38.022622492Z,"[""🐇"",""🐇"",""🐇"",""🐿️"",""🐇"",""                                   "",""🐿️""]",2024-04-23T19:51:34.290742647Z,01HW685499Q80PA21WMB7GBMN5,2024-04-23T19:50:35.13892678Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T19:50:38.022622492Z,1,2024-04-23T19:56:59.27094248Z,"{""age"":""22"",""gender"":""Female"",""strength"":""I couldn't message so felt I was doing less than others"",""fair"":""yes"",""feedback"":""n/a"",""education"":""bachelor"",""teammates"":""Yes"",""notes"":""No, but I remembered"",""politics"":""conservative"",""geo"":""English"",""ethnicity"":""White""}",2024-04-23T19:56:59.277745457Z
